id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
4490,"à vendre 8 hectares zitoun à bou arada sur la route avec villa et un sondage , titre bleu prix 400 millions pour plus d'informations contacter 52518866",tunisieannonce,0,,0,0.0,"à vendre 8 hectares zitoun à bou arada sur la route avec villa et un sondage , titre bleu prix 400 millions pour plus d'informations contacter 52518866",fr,27,1,0.437,0.394,fiable,0.326,0.016,0.32,absence_prix_bien_cher,1
4491,"borj louzir  behi ladgham , à louer s1 vide 5 minutes de faculté esprit ghazela . au deuxième étage. ascenseur + place de parking. prix 650 dt + 50 dt frais syndic pour rdv et visite 98201908",tunisieannonce,0,,0,0.0,"borj louzir behi ladgham , à louer s1 vide 5 minutes de faculté esprit ghazela . au deuxième étage. ascenseur place de parking. prix 650 dt 50 dt frais syndic pour rdv et visite 98201908",fr,35,1,0.397,0.358,fiable,0.3,0.015,0.0,aucun,0
4492,"la méditerranée immobilière vous propose à la vente un appartement s+1 luxueusement meublé situé dans un immeuble proche de toute les commodités , l'appartement est composé d'un grand salon avec terrasse , une chambre à coucher , salle d'eau avec cabine de douche ,une kitchenette aménagée et totalement équipée . climatiseur est disponible .",tunisieannonce,0,,0,0.0,"la méditerranée immobilière vous propose à la vente un appartement s 1 luxueusement meublé situé dans un immeuble proche de toute les commodités , l'appartement est composé d'un grand salon avec terrasse , une chambre à coucher , salle d'eau avec cabine de douche ,une kitchenette aménagée et totalement équipée . climatiseur est disponible .",fr,55,5,0.652,0.033,vague,0.346,0.156,0.0,aucun,0
4493,à louer un étage d'une maison située à beb el jezira tunis il occupe le 1 er étage et son entrée est indépendante. loyer : 800 dt. contacter le 53 33 85 15 le whatsapp 97 72 90 08,tunisieannonce,0,,0,0.0,à louer un étage d'une maison située à beb el jezira tunis il occupe le 1 er étage et son entrée est indépendante. loyer : 800 dt. contacter le 53 33 85 15 le whatsapp 97 72 90 08,fr,39,5,0.3,0.015,pressante,0.378,0.265,0.0,aucun,0
4561,a louer des bureaux allant de h+2 à h+5 à montplaisir dans un immeuble administratif de haut standing. loyer a partir de 1500 dt avec retenue. place parking sous-sol.,tunisieannonce,0,,0,0.0,a louer des bureaux allant de h 2 à h 5 à montplaisir dans un immeuble administratif de haut standing. loyer a partir de 1500 dt avec retenue. place parking sous-sol.,fr,31,5,0.52,0.026,vague,0.563,0.253,0.0,aucun,0
4495,"l'agence immobilière good life vous propose à la location un s+1 au 5ème et dernier étage dans une résidence r+5 avec double ascenseur. il se compose d'un salon, une cuisine ouverte et équipée de plaque hotte et four, d'une chambre et d'une salle de douche. l'appartement est équipé de chauffage central et de deux climatiseurs. pour une visite ou plus d'informations contacter votre courtier en immobilier myriam zahaf au 29924041.",tunisieannonce,0,,0,0.0,"l'agence immobilière good life vous propose à la location un s 1 au 5ème et dernier étage dans une résidence r 5 avec double ascenseur. il se compose d'un salon, une cuisine ouverte et équipée de plaque hotte et four, d'une chambre et d'une salle de douche. l'appartement est équipé de chauffage central et de deux climatiseurs. pour une visite ou plus d'informations contacter votre courtier en immobilier myriam zahaf au 29924041.",fr,72,5,0.451,0.023,pressante,0.388,0.271,0.0,aucun,0
4496,"à vendre chez green immobilier une demeure bien située à hammamet zone sidi hamed elle s'étend sur un terrain de 300 m² avec une superficie habitable de 250 m². elle offre: -un salon salle a manger -une cuisine bien aménagée -une suite composée, une chambre, une salle de bain, dressing -trois chambres à coucher -un jardin -terrasse -piscine -place de parking la villa est équipée par un chauffage central prix demandé : 750.000 mdt whatsapp: +21698100513 votre satisfaction est notre priorité",tunisieannonce,0,,0,0.0,"à vendre chez green immobilier une demeure bien située à hammamet zone sidi hamed elle s'étend sur un terrain de 300 m² avec une superficie habitable de 250 m². elle offre: -un salon salle a manger -une cuisine bien aménagée -une suite composée, une chambre, une salle de bain, dressing -trois chambres à coucher -un jardin -terrasse -piscine -place de parking la villa est équipée par un chauffage central prix demandé : 750.000 mdt whatsapp: 21698100513 votre satisfaction est notre priorité",fr,81,4,0.429,0.086,fiable,0.394,0.02,0.32,absence_prix_bien_cher,1
4497,"a vendre un s plus un en bonne état situé dans une résidence équipée de deux ascenseurs et proche de toutes commodités aux jardins de l'aouina l'appartement est composé d'un salon donnant sur un balcon, d'une cuisine indépendante équipée donnant sur un séchoir, d'une chambre à coucher et d'une salle de douche l'appartement est équipé d'un chauffage central valeur locative  : 900 dt agence immobilière hannibal immob",tunisieannonce,0,,0,0.0,"a vendre un s plus un en bonne état situé dans une résidence équipée de deux ascenseurs et proche de toutes commodités aux jardins de l'aouina l'appartement est composé d'un salon donnant sur un balcon, d'une cuisine indépendante équipée donnant sur un séchoir, d'une chambre à coucher et d'une salle de douche l'appartement est équipé d'un chauffage central valeur locative : 900 dt agence immobilière hannibal immob",fr,67,5,0.487,0.024,pressante,0.387,0.271,0.0,aucun,0
4498,l'agence nixon immobilier met a votre disposition la location à d'un studio  s+0 meublée  dans une immeuble privée  a el menzah 9 c il se compose de : salon 1 chambres a coucher cuisine salle de bain atouts supplémentaire : chauffage / climatisation emplacement stratégique proche de toutes commodités loyer :750 dt y compris eau et électricité contactez nous dès aujourd'hui pour plus d'informations ou pour planifier une visite : 93279899/93410120,tunisieannonce,0,,0,0.0,l'agence nixon immobilier met a votre disposition la location à d'un studio s 0 meublée dans une immeuble privée a el menzah 9 c il se compose de : salon 1 chambres a coucher cuisine salle de bain atouts supplémentaire : chauffage / climatisation emplacement stratégique proche de toutes commodités loyer :750 dt y compris eau et électricité contactez nous dès aujourd'hui pour plus d'informations ou pour planifier une visite : 93279899/93410120,fr,72,4,0.323,0.065,fiable,0.438,0.022,0.0,aucun,0
4499,"l'agence idéal immobilier vous propose à la vente un terrain idéalement situé dans le quartier recherché d'alain savary, offrant une superficie de 609m2. ce bien constitue une opportunité rare, convenant aussi bien à un projet résidentiel qu'à un projet professionnel, grace à son emplacement stratégique, son accessibilité et son fort potentiel. prix: 2600 dt par m2 pour plus d'informations ou pour organiser une visite, contactez nous au53540819",tunisieannonce,0,,0,0.0,"l'agence idéal immobilier vous propose à la vente un terrain idéalement situé dans le quartier recherché d'alain savary, offrant une superficie de 609m2. ce bien constitue une opportunité rare, convenant aussi bien à un projet résidentiel qu'à un projet professionnel, grace à son emplacement stratégique, son accessibilité et son fort potentiel. prix: 2600 dt par m2 pour plus d'informations ou pour organiser une visite, contactez nous au53540819",fr,67,5,0.686,0.034,fiable,0.627,0.031,0.52,pression_achat,1
4579,"terrain de 5 ha a partager par 5 personnes, titre foncier urbaine à 200 m a la palge emplacement stratégique entre hammam jebli et kerkouane. prix : 200md/ 1 ha avec facilité de paiement contactez nous pour plus d'informations 25.001.718",tunisieannonce,0,,0,0.0,"terrain de 5 ha a partager par 5 personnes, titre foncier urbaine à 200 m a la palge emplacement stratégique entre hammam jebli et kerkouane. prix : 200md/ 1 ha avec facilité de paiement contactez nous pour plus d'informations 25.001.718",fr,40,5,0.357,0.018,pressante,0.364,0.255,0.0,aucun,0
4502,"deux appartements s+3 aux 1er et 2ème étage , entrée indépendante situés à khézama ouest , appartements d'une superficie de 180 m² chaque appartement comprenant un salon , salle à manger , 3 chambres , salle de bain , cuisine salle d'eau chauffage central  , prix  350 000 dt pour celui du 1er étage  et 400 000 dt celui du 2ème étage .infos et visite contactez l'immobilière du lac h-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.",tunisieannonce,0,,0,0.0,"deux appartements s 3 aux 1er et 2ème étage , entrée indépendante situés à khézama ouest , appartements d'une superficie de 180 m² chaque appartement comprenant un salon , salle à manger , 3 chambres , salle de bain , cuisine salle d'eau chauffage central , prix 350 000 dt pour celui du 1er étage et 400 000 dt celui du 2ème étage .infos et visite contactez l'immobilière du lac h-sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406.",fr,86,5,0.439,0.022,pressante,0.291,0.204,0.28,contacts_multiples,1
4503,"à vendre terrain 2 hectares à mejez el beb beja titré,  prix 90 mille dinars négociable pour plus d'informations contacter 52518866",tunisieannonce,0,,0,0.0,"à vendre terrain 2 hectares à mejez el beb beja titré, prix 90 mille dinars négociable pour plus d'informations contacter 52518866",fr,21,1,0.395,0.356,pressante,0.315,0.221,0.0,aucun,0
4505,on  vous propose à la vente un terrain  isolé vocation r+2 de  225 m2 dans un quartier résidentiel proche de toutes commodités prix du m2  : 850 dinars certificat de propriété en règle possibilité de bâti en r+2,tunisieannonce,0,,0,0.0,on vous propose à la vente un terrain isolé vocation r 2 de 225 m2 dans un quartier résidentiel proche de toutes commodités prix du m2 : 850 dinars certificat de propriété en règle possibilité de bâti en r 2,fr,40,4,0.376,0.075,fiable,0.379,0.019,0.0,aucun,0
4506,"369 univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement avec jardin à la marsa. il est composé comme suit: un salon, une cuisine équipée avec une salle à manger, une salle d'eau invités,, une suite parentale, 2 chambres à coucher, une salle de bain commune, une buanderie, un séchoir et une terrasse. proche de la mer et de commerces",tunisieannonce,0,,0,0.0,"369 univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement avec jardin à la marsa. il est composé comme suit: un salon, une cuisine équipée avec une salle à manger, une salle d'eau invités,, une suite parentale, 2 chambres à coucher, une salle de bain commune, une buanderie, un séchoir et une terrasse. proche de la mer et de commerces",fr,65,4,0.43,0.086,pressante,0.43,0.301,0.0,aucun,0
4507,agence immobilière elkarama met en vente un grand terrain sur une route goudronnée de superficie de quatre hectares cent ares prés toutes commodités à 3km du marché de gros de bir kaasaa à dix km de tunis le terrain peut être destiné pour un projet industriel usine ou sportif ou salle de fétes ou montazah ou autre pour plus d'informations veuillez consulter notre page de facebook ou contacter 93731099 ou 94626888 ou 27844761,tunisieannonce,0,,0,0.0,agence immobilière elkarama met en vente un grand terrain sur une route goudronnée de superficie de quatre hectares cent ares prés toutes commodités à 3km du marché de gros de bir kaasaa à dix km de tunis le terrain peut être destiné pour un projet industriel usine ou sportif ou salle de fétes ou montazah ou autre pour plus d'informations veuillez consulter notre page de facebook ou contacter 93731099 ou 94626888 ou 27844761,fr,73,1,0.295,0.266,pressante,0.411,0.288,0.28,contacts_multiples,1
4509,"un luxueux s2 entièrement meublé climatisé avec internet a soukra dans un endroit bien sécurisée et calme avec une entrée indépendante prêt de l'aéroport tunis carthage et de l'hypermarché la marsa. composée d'un grand salon avec balcon , deux chambre a couche cuisine , salle de bain. prix 650 par semaine ou bien 95 dinars par jour  minimum 3 jours de location .",tunisieannonce,0,,0,0.0,"un luxueux s2 entièrement meublé climatisé avec internet a soukra dans un endroit bien sécurisée et calme avec une entrée indépendante prêt de l'aéroport tunis carthage et de l'hypermarché la marsa. composée d'un grand salon avec balcon , deux chambre a couche cuisine , salle de bain. prix 650 par semaine ou bien 95 dinars par jour minimum 3 jours de location .",fr,63,5,0.717,0.036,pressante,0.439,0.308,0.0,aucun,0
4510,a louer maison s+2 tw/douche cuisine terrasse compteur d'eau et d'électricité indépendant pour jeune couple,tunisieannonce,0,,0,0.0,a louer maison s 2 tw/douche cuisine terrasse compteur d'eau et d'électricité indépendant pour jeune couple,fr,16,3,0.308,0.123,pressante,0.345,0.241,0.0,aucun,0
4511,"un joli appartement s2 neuf de haut standing à louer aux jardins de carthage, dans une résidence sécurisée avec double ascenseur. il comprend un salon spacieux avec balcon, une cuisine moderne entièrement équipée, une suite parentale, une chambre à coucher, une salle de bain et une douche à l'italienne. une place de parking au sous-sol est incluse.",tunisieannonce,0,,0,0.0,"un joli appartement s2 neuf de haut standing à louer aux jardins de carthage, dans une résidence sécurisée avec double ascenseur. il comprend un salon spacieux avec balcon, une cuisine moderne entièrement équipée, une suite parentale, une chambre à coucher, une salle de bain et une douche à l'italienne. une place de parking au sous-sol est incluse.",fr,57,5,0.592,0.03,vague,0.392,0.177,0.32,absence_prix_bien_cher,1
4512,"369 univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement meublé avec terrasse à gammarth. il se compose comme suit: - au 1er niveau: un salon, une cuisine équipée avec séchoir et une salle d'eau invités, - au 2éme niveau: une suite parentale et une suite junior, - au sous-sol: une place parking et un cellier.",tunisieannonce,0,,0,0.0,"369 univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement meublé avec terrasse à gammarth. il se compose comme suit: - au 1er niveau: un salon, une cuisine équipée avec séchoir et une salle d'eau invités, - au 2éme niveau: une suite parentale et une suite junior, - au sous-sol: une place parking et un cellier.",fr,61,4,0.434,0.087,vague,0.353,0.159,0.0,aucun,0
4513,a louer un petit studio meublé a el menzeh 6 climatiser pour courte durée . prix de la nuitée 60dt tel 53557886,tunisieannonce,0,,0,0.0,a louer un petit studio meublé a el menzeh 6 climatiser pour courte durée . prix de la nuitée 60dt tel 53557886,fr,22,4,0.299,0.06,pressante,0.375,0.263,0.0,aucun,0
4514,"l'agence immo contact met en location aux jardins d'el menzah 2 deux appartements neufs dans une petite résidence un s plus 2 (90m) a 1250 dt par mois et un s plus 3 (110m) a 1500 dt par mois avec chauffage central (wb4438) frais de visite 20dt  , commission agence  1 mois",tunisieannonce,0,,0,0.0,"l'agence immo contact met en location aux jardins d'el menzah 2 deux appartements neufs dans une petite résidence un s plus 2 (90m) a 1250 dt par mois et un s plus 3 (110m) a 1500 dt par mois avec chauffage central (wb4438) frais de visite 20dt , commission agence 1 mois",fr,52,5,0.359,0.018,pressante,0.352,0.246,0.68,frais_visite,1
4516,je dix  bien  - lotis - viabilé  - (  onas - steg - gaz de ville - soned  ) zone propre  - a vendre ter :  428m2   constructible    pour  villa  ou  petite  immeuble  de 6 appartements   - -  pour visite sur  rdv  prés  station  agil cité olympique  manzeh   / tél : 53999911,tunisieannonce,0,,0,0.0,je dix bien - lotis - viabilé - ( onas - steg - gaz de ville - soned ) zone propre - a vendre ter : 428m2 constructible pour villa ou petite immeuble de 6 appartements - - pour visite sur rdv prés station agil cité olympique manzeh / tél : 53999911,fr,52,4,0.341,0.068,vague,0.53,0.238,0.32,absence_prix_bien_cher,1
4517,"appartement situé au deuxième étage, à 2 pas de la gare accès rapide aux transports, commerces et commodités. caractéristiques type : s+2 étage : 2ème environnement calme et bien desservi loyer : 450 dt / mois pour plus d'informations, contacter 24 728 638",tunisieannonce,0,,0,0.0,"appartement situé au deuxième étage, à 2 pas de la gare accès rapide aux transports, commerces et commodités. caractéristiques type : s 2 étage : 2ème environnement calme et bien desservi loyer : 450 dt / mois pour plus d'informations, contacter 24 728 638",fr,44,5,0.45,0.023,pressante,0.395,0.277,0.0,aucun,0
4519,une chambre individuelle meublée sera disponible debut avril dans un app s3 à la marsa dans une résidence calme et sécurisée uniquement pour fille fonctionnaire calme et respectueuse.,tunisieannonce,0,,0,0.0,une chambre individuelle meublée sera disponible debut avril dans un app s3 à la marsa dans une résidence calme et sécurisée uniquement pour fille fonctionnaire calme et respectueuse.,fr,28,3,0.355,0.142,trompeuse,0.36,0.342,0.0,aucun,0
4521,"on met à la location un dépôt à  bhar lazrak à proximité de toutes commodités, superficie = 600m hauteur = 4m prix = 2500 dt par mois et un mois de cautionnement pour toutes informations veuillez contacter votre conseiller sur le 56 505 949",tunisieannonce,0,,0,0.0,"on met à la location un dépôt à bhar lazrak à proximité de toutes commodités, superficie 600m hauteur 4m prix 2500 dt par mois et un mois de cautionnement pour toutes informations veuillez contacter votre conseiller sur le 56 505 949",fr,41,5,0.383,0.019,pressante,0.682,0.478,0.0,aucun,0
4522,"a vendre à la nouvelle medina, un appartement s+2 au 3 ème étage, composé d'un grand salon, une cuisine aménagée, deux chambres à coucher dont une avec un placard et une salle de bain commune. chauffage central disponible",tunisieannonce,0,,0,0.0,"a vendre à la nouvelle medina, un appartement s 2 au 3 ème étage, composé d'un grand salon, une cuisine aménagée, deux chambres à coucher dont une avec un placard et une salle de bain commune. chauffage central disponible",fr,39,5,0.518,0.026,vague,0.335,0.151,0.0,aucun,0
4524,"l'agence immo contact met en location a el manar 2 pour 900 dt un bureau hall plus 3 ( 100m) avec salle d'eau , ascenseur (wb3918) frais de visite 20dt , commission agence 1 mois",tunisieannonce,0,,0,0.0,"l'agence immo contact met en location a el manar 2 pour 900 dt un bureau hall plus 3 ( 100m) avec salle d'eau , ascenseur (wb3918) frais de visite 20dt , commission agence 1 mois",fr,35,5,0.378,0.019,pressante,0.404,0.283,0.68,frais_visite,1
4526,"particulier loue des s0 haut standing meublé par nuitée a cité naser 2 , appartement climatiser / chauffer dans des résidences gardée et sécuriser . pas de frais d'agence ni autre frais en sus , propreté et hygiènes sont garanties . prix de la nuitée 90dt tel 55929096",tunisieannonce,0,,0,0.0,"particulier loue des s0 haut standing meublé par nuitée a cité naser 2 , appartement climatiser / chauffer dans des résidences gardée et sécuriser . pas de frais d'agence ni autre frais en sus , propreté et hygiènes sont garanties . prix de la nuitée 90dt tel 55929096",fr,48,5,0.455,0.023,fiable,0.34,0.017,0.0,aucun,0
4527,"l608 appartement alouette a louer pour vos vacances chez l'agence smart owner immobilière hammamet, un bel appartement de type s+1 situé dans une résidence bien sécurisée à afh mrezga. l'appartement se compose d'un salon, une cuisine ouverte équipée, une chambre à coucher, une salle d'eau et une terrasse. il est équipé des climatiseurs. prix: 250 dt / nuitée. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",tunisieannonce,0,,0,0.0,"l608 appartement alouette a louer pour vos vacances chez l'agence smart owner immobilière hammamet, un bel appartement de type s 1 situé dans une résidence bien sécurisée à afh mrezga. l'appartement se compose d'un salon, une cuisine ouverte équipée, une chambre à coucher, une salle d'eau et une terrasse. il est équipé des climatiseurs. prix: 250 dt / nuitée. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",fr,79,4,0.425,0.085,pressante,0.382,0.267,0.0,aucun,0
4531,a vendre a boumhal route chela  un lot de 312 m2 proche de la route principale et de la salle des fetes zinine en cooproprite pour plus bde details vous pouvez appeler le 98589503 ou le 53375338 agence,tunisieannonce,0,,0,0.0,a vendre a boumhal route chela un lot de 312 m2 proche de la route principale et de la salle des fetes zinine en cooproprite pour plus bde details vous pouvez appeler le 98589503 ou le 53375338 agence,fr,38,1,0.337,0.304,vague,0.312,0.14,0.0,aucun,0
4532,"une villa de haut standing sur un terrain de 220 m² située dans un quartier résidentiel à rades meliane . à l'entrée, on trouve un grand salon, une cuisine équipée avec séchoir, 2 chambres à coucher et une salle d'eau. à l'extérieur, on trouve une terrasse .nb : possibilité de bâtir un autre étage. pour tous les renseignements, contacter l'agent sur le 50470950.",tunisieannonce,0,,0,0.0,"une villa de haut standing sur un terrain de 220 m² située dans un quartier résidentiel à rades meliane . à l'entrée, on trouve un grand salon, une cuisine équipée avec séchoir, 2 chambres à coucher et une salle d'eau. à l'extérieur, on trouve une terrasse .nb : possibilité de bâtir un autre étage. pour tous les renseignements, contacter l'agent sur le 50470950.",fr,63,4,0.484,0.097,vague,0.374,0.168,0.32,absence_prix_bien_cher,1
4533,"particulier vous propose un appartement s1 meublé haut standing bien équiper dans une résidence sécuriser et gardée 24/24 pour une location courte durée proche de toute commodité salon de thé , banque , restaurant , clinique, climatiser / chauffer , pas de frais d'agence ni autre frais en sus , propreté et hygiène sont garantie . prix de la nuitée 100dt tel 26255651",tunisieannonce,0,,0,0.0,"particulier vous propose un appartement s1 meublé haut standing bien équiper dans une résidence sécuriser et gardée 24/24 pour une location courte durée proche de toute commodité salon de thé , banque , restaurant , clinique, climatiser / chauffer , pas de frais d'agence ni autre frais en sus , propreté et hygiène sont garantie . prix de la nuitée 100dt tel 26255651",fr,63,5,0.456,0.023,pressante,0.423,0.296,0.0,aucun,0
4534,"à vendre chez green immobilière, un terrain de 468 m² à hammamet zone théâtre municipale hammamet avec deux façades donnant sur une route goudronnée ce terrain offre un emplacement stratégique idéal pour la construction d'une villa avec un accès facile aux commodités locales pour plus d'informations contacter nous sur +00216 98100513 vous trouverez tous les détails sur notre contact : 00216 98 100 513 votre satisfaction est notre priorité",tunisieannonce,0,,0,0.0,"à vendre chez green immobilière, un terrain de 468 m² à hammamet zone théâtre municipale hammamet avec deux façades donnant sur une route goudronnée ce terrain offre un emplacement stratégique idéal pour la construction d'une villa avec un accès facile aux commodités locales pour plus d'informations contacter nous sur 00216 98100513 vous trouverez tous les détails sur notre contact : 00216 98 100 513 votre satisfaction est notre priorité",fr,69,5,0.472,0.024,vague,0.413,0.186,0.32,absence_prix_bien_cher,1
4577,a vendre un terrain de 1000 m² titre foncier urbaine individuel situé derrière carrefour la marsa et à 400 m de le route la marsa. prix 1700 md tel : 99.307.890,tunisieannonce,0,,0,0.0,a vendre un terrain de 1000 m² titre foncier urbaine individuel situé derrière carrefour la marsa et à 400 m de le route la marsa. prix 1700 md tel : 99.307.890,fr,31,5,0.293,0.015,vague,0.375,0.169,0.0,aucun,0
4536,ifc vous propose à la location un bureau d?une superficie de 143m² situé dans un immeuble bureautique aux berges du lac 1. il  se compose d?un accueil quatre bureaux un bloc sanitaire et une kitchenette. il est équipé d?un système de climatisation central. une place parking est à votre disposition (150dt/mois). le loyer est de 3500dt/mois retenue à la source incluse. les frais de syndic sont de 150dt/mois. pour une visite ou pour plus de renseignement n?hésitez pas à nous contacter au numéro suivant  (216) notre agence spécialisée en immobilier professionnel a plus de 300 bureaux actuellement disponibles parmi lesquels certainement votre futur adresse. pour consulter toutes nos offres visitez notre site web   5 pieces.,tunisieannonce,0,,0,0.0,ifc vous propose à la location un bureau d?une superficie de 143m² situé dans un immeuble bureautique aux berges du lac 1. il se compose d?un accueil quatre bureaux un bloc sanitaire et une kitchenette. il est équipé d?un système de climatisation central. une place parking est à votre disposition (150dt/mois). le loyer est de 3500dt/mois retenue à la source incluse. les frais de syndic sont de 150dt/mois. pour une visite ou pour plus de renseignement n?hésitez pas à nous contacter au numéro suivant (216) notre agence spécialisée en immobilier professionnel a plus de 300 bureaux actuellement disponibles parmi lesquels certainement votre futur adresse. pour consulter toutes nos offres visitez notre site web 5 pieces.,fr,115,1,0.324,0.292,vague,0.505,0.227,0.0,aucun,0
4537,"local neuf avec emplacement stratégique en parallèle av.yasser arafat tt près boumiza square pour prestations et services juridiques, administratif, métier coiffure....",tunisieannonce,0,,0,0.0,"local neuf avec emplacement stratégique en parallèle av.yasser arafat tt près boumiza square pour prestations et services juridiques, administratif, métier coiffure....",fr,21,4,0.415,0.083,fiable,0.328,0.016,0.0,aucun,0
4539,"a vendre terrain résidentiel de prestige à borj cédria soliman plage nous vous proposons un terrain résidentiel d'exception de 409 m², idéalement situé au centre de la cité andalous, l'un des quartiers les plus prisés de borj cédria soliman plage. caractéristiques : superficie : 409 m2 zonage : r+2 titre foncier individuel prix attractif : 485 tnd le m2 atouts majeurs : bénéficiant d'une excellente orientation sud est, ce terrain offre une luminosité optimale toute la journée. il est entouré de résidences haut standing, garantissant un cadre de vie calme, sécurisé et valorisant. emplacement stratégique : a proximité immédiate des hôtels solymar et andalous a quelques pas des salons de thé anibal et lina, ainsi que du réputé restaurant mexicali a seulement 2 minutes de la plage ejjahmi et du complexe scientifique international a 25 minutes du centre-ville de tunis via la nouvelle autoroute une opportunité rare pour un projet résidentiel ou un investissement de qualité. pour plus d'infor",tunisieannonce,0,,0,0.0,"a vendre terrain résidentiel de prestige à borj cédria soliman plage nous vous proposons un terrain résidentiel d'exception de 409 m², idéalement situé au centre de la cité andalous, l'un des quartiers les plus prisés de borj cédria soliman plage. caractéristiques : superficie : 409 m2 zonage : r 2 titre foncier individuel prix attractif : 485 tnd le m2 atouts majeurs : bénéficiant d'une excellente orientation sud est, ce terrain offre une luminosité optimale toute la journée. il est entouré de résidences haut standing, garantissant un cadre de vie calme, sécurisé et valorisant. emplacement stratégique : a proximité immédiate des hôtels solymar et andalous a quelques pas des salons de thé anibal et lina, ainsi que du réputé restaurant mexicali a seulement 2 minutes de la plage ejjahmi et du complexe scientifique international a 25 minutes du centre-ville de tunis via la nouvelle autoroute une opportunité rare pour un projet résidentiel ou un investissement de qualité. pour plus d'infor",fr,160,4,0.473,0.095,vague,0.335,0.151,0.585,pression_achat|absence_prix_bien_cher,2
4546,"l'agence immobilière good life vous propose à la location un appartement s2 neuf et entièrement meublé situé aux jardins de carthage. composition : - un salon lumineux avec balcon - une cuisine entièrement équipée (plaque de cuisson, hotte, four, micro-ondes, réfrigérateur, lave-vaisselle et machine à laver) - deux chambres à coucher avec dressings intégrés - une salle d'eau pour invités - un dressing au couloir - une salle de bain équipements : - chauffage central - climatisation centrale et système split - place de parking au sous-sol prix : 4000 dt pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via whatsapp au 29924039.",tunisieannonce,0,,0,0.0,"l'agence immobilière good life vous propose à la location un appartement s2 neuf et entièrement meublé situé aux jardins de carthage. composition : - un salon lumineux avec balcon - une cuisine entièrement équipée (plaque de cuisson, hotte, four, micro-ondes, réfrigérateur, lave-vaisselle et machine à laver) - deux chambres à coucher avec dressings intégrés - une salle d'eau pour invités - un dressing au couloir - une salle de bain équipements : - chauffage central - climatisation centrale et système split - place de parking au sous-sol prix : 4000 dt pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via whatsapp au 29924039.",fr,109,4,0.444,0.089,pressante,0.35,0.245,0.0,aucun,0
4541,agence immobilière sabrina loue des studios des appartements des villas meublé ou vide pour courte ou longue durée 7jours/7j a el manar el menzah ennaser el manar ariana l aouina ain zaghouan ecta le prix selon la période de location et la maison. contactez agence sabrina sur ce n 22 521 031,tunisieannonce,0,,0,0.0,agence immobilière sabrina loue des studios des appartements des villas meublé ou vide pour courte ou longue durée 7jours/7j a el manar el menzah ennaser el manar ariana l aouina ain zaghouan ecta le prix selon la période de location et la maison. contactez agence sabrina sur ce n 22 521 031,fr,52,3,0.225,0.09,pressante,0.353,0.247,0.0,aucun,0
4542,"agence immobilière el karama met en vente une belle maison à mourouj 5 qui se compose de 2 étages rdc se compose salon deux chambres à coucher , cuisine, salle d'eau , compteurs steg sonède indépendants . 1er étage inachevé se compose d'une salon spacieuse , deux chambres a coucher salle de bain et une vaste cuisine plus d'informations contactez agence immobilière el karama page de facebook téléphone 93731099 ou 94626888 ou 93983916",tunisieannonce,0,,0,0.0,"agence immobilière el karama met en vente une belle maison à mourouj 5 qui se compose de 2 étages rdc se compose salon deux chambres à coucher , cuisine, salle d'eau , compteurs steg sonède indépendants . 1er étage inachevé se compose d'une salon spacieuse , deux chambres a coucher salle de bain et une vaste cuisine plus d'informations contactez agence immobilière el karama page de facebook téléphone 93731099 ou 94626888 ou 93983916",fr,73,3,0.247,0.099,fiable,0.363,0.018,0.28,contacts_multiples,1
4543,je met une appartement à louer au deuxième étage dans un cartier résidentiel et calme,tunisieannonce,0,,0,0.0,je met une appartement à louer au deuxième étage dans un cartier résidentiel et calme,fr,15,5,0.533,0.027,pressante,0.384,0.269,0.2,description_trop_courte,1
4544,"gold carthage immobilière met à votre disposition pour la location un bureau h+1 pour usage médical situé à la marsa du coté de l'imprimerie, dans un bon emplacement. le bureau est composé d'un hall spacieux, une piece, une cuisine et une salle d'eau. ce bureau est lumineux, il est à proximité de toutes commodités loyer=1500 dinars/mois ht pour plus d'informations veuillez contacter: 52083333",tunisieannonce,0,,0,0.0,"gold carthage immobilière met à votre disposition pour la location un bureau h 1 pour usage médical situé à la marsa du coté de l'imprimerie, dans un bon emplacement. le bureau est composé d'un hall spacieux, une piece, une cuisine et une salle d'eau. ce bureau est lumineux, il est à proximité de toutes commodités loyer 1500 dinars/mois ht pour plus d'informations veuillez contacter: 52083333",fr,65,5,0.577,0.029,pressante,0.364,0.254,0.0,aucun,0
