property_id,source_name,region_norm,anomaly_score,is_anomaly,fraud_score,fraud_flags,regional_context,model_version
tunisieannonce_94b6932130e8,tunisieannonce,tunis,0.1812,False,2.6,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_957cc89bd7b7,tunisieannonce,tunis,0.1686,False,3.32,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_95525d2f452e,tunisieannonce,tunis,0.1355,False,6.23,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_98a05e04e781,tunisieannonce,tunis,0.0503,False,26.76,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_967614d9a485,tunisieannonce,tunis,0.0913,False,13.87,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_962fcf8ba4b3,tunisieannonce,tunis,0.0982,False,12.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_97d9795d50ca,tunisieannonce,tunis,0.1714,False,3.14,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_98c32f824d4d,tunisieannonce,tunis,0.1264,False,7.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_98c11558e072,tunisieannonce,tunis,0.0607,False,22.91,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_99d8041b9ce2,tunisieannonce,tunis,0.1048,False,10.95,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_99b3a885a5e7,tunisieannonce,tunis,0.1104,False,9.91,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9ba3760e13ee,tunisieannonce,tunis,0.1634,False,3.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9ad67b998427,tunisieannonce,tunis,0.1207,False,8.22,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9c2107573054,tunisieannonce,tunis,0.1061,False,10.71,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a7cab14c012b,tunisieannonce,tunis,0.1859,False,2.37,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9c674a2196a5,tunisieannonce,tunis,0.1816,False,2.58,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9d7b5144de6f,tunisieannonce,tunis,0.1608,False,3.85,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9db87f6a4784,tunisieannonce,tunis,0.1491,False,4.83,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9e0bd18a13f4,tunisieannonce,tunis,0.1026,False,11.38,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9e35c5041d19,tunisieannonce,tunis,0.1875,False,2.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9df58d9d9bb8,tunisieannonce,tunis,0.0596,False,23.29,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9f3a2819d99d,tunisieannonce,tunis,0.1227,False,7.91,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9f56bc6336b5,tunisieannonce,tunis,0.1801,False,2.66,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9f190783b36c,tunisieannonce,tunis,0.1292,False,7.02,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9f630403a889,tunisieannonce,tunis,0.1345,False,6.35,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9f596c59f6f7,tunisieannonce,tunis,0.1528,False,4.5,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9ff6561e7ea2,tunisieannonce,tunis,0.1195,False,8.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a14d2a9ef8c4,tunisieannonce,tunis,0.1253,False,7.54,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a1b01372793d,tunisieannonce,tunis,0.1462,False,5.1,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a1f2a494b77b,tunisieannonce,tunis,0.1103,False,9.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a1e595c29df2,tunisieannonce,tunis,0.1505,False,4.7,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a2d9a97c93e7,tunisieannonce,tunis,0.1296,False,6.97,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a290ac09c90c,tunisieannonce,tunis,0.1174,False,8.72,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a4231a25a745,tunisieannonce,tunis,0.1772,False,2.81,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a3b50604b73c,tunisieannonce,tunis,0.1391,False,5.84,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a452a0d2bbd0,tunisieannonce,tunis,0.1418,False,5.54,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a330797fc8d3,tunisieannonce,tunis,0.0805,False,16.66,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a4a16ff32a71,tunisieannonce,tunis,0.0982,False,12.31,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a4d717482c57,tunisieannonce,tunis,0.0599,False,23.19,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a5b4dcf41ba8,tunisieannonce,tunis,0.1736,False,3.01,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a63768a6519c,tunisieannonce,tunis,0.0516,False,26.28,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a6945f0c8c82,tunisieannonce,tunis,0.085,False,15.44,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a747feb952a1,tunisieannonce,tunis,0.1293,False,7.0,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a787788c24c8,tunisieannonce,tunis,0.1011,False,11.68,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a74a875bc533,tunisieannonce,tunis,0.1201,False,8.31,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a82caf022500,tunisieannonce,tunis,0.164,False,3.63,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a7e7521df88c,tunisieannonce,tunis,0.0411,False,30.54,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a82e0f47bb2a,tunisieannonce,tunis,0.0614,False,22.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a88830aa21c1,tunisieannonce,tunis,0.1495,False,4.79,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a87d6a7d133d,tunisieannonce,tunis,0.0869,False,14.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a8fd79ad8a0f,tunisieannonce,tunis,0.0824,False,16.13,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a9688acef7d3,tunisieannonce,tunis,0.0102,False,44.94,"[""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a93300d95374,tunisieannonce,tunis,0.1582,False,4.06,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a9eae3f5f183,tunisieannonce,tunis,0.1794,False,2.69,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_aa1a8762bf7c,tunisieannonce,tunis,0.1627,False,3.72,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_aaa2b1d126e5,tunisieannonce,tunis,0.1206,False,8.23,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_aaa33171b956,tunisieannonce,tunis,0.1021,False,11.49,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ac35ac5fafe3,tunisieannonce,tunis,0.1232,False,7.85,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_aa781fc4dfae,tunisieannonce,tunis,0.0924,False,13.6,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_aa8a14214fb3,tunisieannonce,tunis,0.143,False,5.42,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_abc073fc113f,tunisieannonce,tunis,0.0663,False,20.97,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_abb491fb0cc5,tunisieannonce,tunis,0.1037,False,11.16,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ab70814c8177,tunisieannonce,tunis,0.1168,False,8.82,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ac2cf4a18f1d,tunisieannonce,tunis,0.163,False,3.69,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ac859983a318,tunisieannonce,tunis,0.1508,False,4.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_abe6a9fafcd1,tunisieannonce,tunis,0.1599,False,3.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad0c61f6a93c,tunisieannonce,tunis,0.0266,False,37.02,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad28bf220b34,tunisieannonce,tunis,0.023,False,38.71,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad13997d98ce,tunisieannonce,tunis,0.15,False,4.75,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad34b2762cd9,tunisieannonce,tunis,0.1777,False,2.78,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad5710dfd2cb,tunisieannonce,tunis,0.1118,False,9.65,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ad7578c18454,tunisieannonce,tunis,0.151,False,4.65,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ae2c6f8a950c,tunisieannonce,tunis,0.1561,False,4.22,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d2f31688a329,tunisieannonce,tunis,0.161,False,3.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ae0f81f4a8b5,tunisieannonce,tunis,0.1441,False,5.31,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_af806344657f,tunisieannonce,tunis,0.1478,False,4.95,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_af966db0bf46,tunisieannonce,tunis,0.13,False,6.91,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_affa7b785fae,tunisieannonce,tunis,0.1449,False,5.23,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b0015c8bcdc5,tunisieannonce,tunis,0.1618,False,3.78,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b0279b58752d,tunisieannonce,tunis,0.1691,False,3.28,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b022d79232d3,tunisieannonce,tunis,0.0681,False,20.4,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b0119fac7cfe,tunisieannonce,tunis,0.1226,False,7.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b0c5eaa17aa3,tunisieannonce,tunis,0.1846,False,2.43,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b0b8f3a38ff7,tunisieannonce,tunis,0.0765,False,17.8,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b22981c607cc,tunisieannonce,tunis,0.149,False,4.83,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b18508697e46,tunisieannonce,tunis,0.0239,False,38.29,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b23237e555f4,tunisieannonce,tunis,0.1061,False,10.7,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b25fb5308912,tunisieannonce,tunis,0.1452,False,5.19,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b2406f6c4f2e,tunisieannonce,tunis,0.1735,False,3.02,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b33291abb6fd,tunisieannonce,tunis,0.0943,False,13.17,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b34ffb604913,tunisieannonce,tunis,0.1525,False,4.52,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b4a812131e46,tunisieannonce,tunis,0.085,False,15.46,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b4838e34110b,tunisieannonce,tunis,0.1296,False,6.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b486612efec4,tunisieannonce,tunis,0.0834,False,15.87,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b4ec04f7c9c7,tunisieannonce,tunis,0.158,False,4.07,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b533c076d978,tunisieannonce,tunis,0.1827,False,2.52,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b56921a7a22f,tunisieannonce,tunis,0.1837,False,2.48,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d7f1b500cdae,tunisieannonce,tunis,0.1432,False,5.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b57fb4317295,tunisieannonce,tunis,0.1033,False,11.25,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b6128969994a,tunisieannonce,tunis,0.1284,False,7.12,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b642204fae10,tunisieannonce,tunis,0.1539,False,4.41,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b65a971be8d4,tunisieannonce,tunis,-0.0173,True,58.58,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b6329a1a87e8,tunisieannonce,tunis,0.1517,False,4.59,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b69206f8f799,tunisieannonce,tunis,0.101,False,11.71,"[""no_images_high_price"", ""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b706d42e085c,tunisieannonce,tunis,0.0565,False,24.41,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b67c2d9dde59,tunisieannonce,tunis,0.1729,False,3.05,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b7c8627a88fc,tunisieannonce,tunis,0.1548,False,4.32,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b7e51664b0a4,tunisieannonce,tunis,0.0698,False,19.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b7ead478b019,tunisieannonce,tunis,0.1803,False,2.64,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b8145b1758a4,tunisieannonce,tunis,0.0436,False,29.5,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b964213632ec,tunisieannonce,tunis,0.1726,False,3.07,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b9a535693b32,tunisieannonce,tunis,0.0128,False,43.63,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ba009db074ff,tunisieannonce,tunis,0.1155,False,9.03,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ba15f36dd97d,tunisieannonce,tunis,0.1202,False,8.29,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_b9dbfc8ba171,tunisieannonce,tunis,0.1666,False,3.45,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bab963606a82,tunisieannonce,tunis,0.1776,False,2.79,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bad1ed80c9d5,tunisieannonce,tunis,0.1474,False,4.99,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ba526f92afa9,tunisieannonce,tunis,0.1512,False,4.64,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bb36b6f1feef,tunisieannonce,tunis,0.1175,False,8.7,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bb9613b25b67,tunisieannonce,tunis,0.0479,False,27.73,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bcb8642adfb8,tunisieannonce,tunis,0.0114,False,44.32,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bc13d3852208,tunisieannonce,tunis,0.1601,False,3.91,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bda595972c5c,tunisieannonce,tunis,0.1239,False,7.74,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bdafb92047ef,tunisieannonce,tunis,0.1619,False,3.77,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bcfae60dcdc2,tunisieannonce,tunis,0.1688,False,3.31,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_be5540b47f5b,tunisieannonce,tunis,0.0865,False,15.05,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_be53e3c4ff68,tunisieannonce,tunis,0.0557,False,24.73,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_be96d32f74ef,tunisieannonce,tunis,0.0866,False,15.04,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d812e8a03d1d,tunisieannonce,tunis,0.1673,False,3.4,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bed97384fc98,tunisieannonce,tunis,0.176,False,2.87,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bf40234cdae0,tunisieannonce,tunis,0.1851,False,2.41,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_bf51024c6ad3,tunisieannonce,tunis,0.1461,False,5.11,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c0278887cb61,tunisieannonce,tunis,0.1138,False,9.31,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c0431e9fbefe,tunisieannonce,tunis,0.149,False,4.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c0d2ecee14a0,tunisieannonce,tunis,0.0711,False,19.45,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c120cedfd17a,tunisieannonce,tunis,0.1314,False,6.73,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c18a6b03510c,tunisieannonce,tunis,0.042,False,30.15,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c17c381a103f,tunisieannonce,tunis,0.1468,False,5.04,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c19f24f3cd53,tunisieannonce,tunis,0.0309,False,35.04,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c1c0354dbc00,tunisieannonce,tunis,0.0849,False,15.47,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c1e705a70abf,tunisieannonce,tunis,0.1709,False,3.18,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c2d800afa96c,tunisieannonce,tunis,0.1209,False,8.18,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c32234da694e,tunisieannonce,tunis,0.1326,False,6.59,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c2d9e0bc09bb,tunisieannonce,tunis,0.1048,False,10.94,"[""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c2dde2ab88e7,tunisieannonce,tunis,0.1237,False,7.77,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c3734a31cd52,tunisieannonce,tunis,0.1706,False,3.19,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c3f9603cfb1b,tunisieannonce,tunis,0.1589,False,4.0,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c3a3d24eec4d,tunisieannonce,tunis,0.1675,False,3.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c48836fad02e,tunisieannonce,tunis,0.1409,False,5.64,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c434c1b7fee8,tunisieannonce,tunis,0.1592,False,3.98,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c5f63bff8db3,tunisieannonce,tunis,0.1717,False,3.13,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c46c59dae716,tunisieannonce,tunis,0.0631,False,22.06,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c4f4bb2e6b03,tunisieannonce,tunis,0.1611,False,3.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c4da413bfd7d,tunisieannonce,tunis,0.0636,False,21.9,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c584d1dd4cd5,tunisieannonce,tunis,0.1207,False,8.22,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c64f78463188,tunisieannonce,tunis,0.0933,False,13.41,"[""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c62c652d0976,tunisieannonce,tunis,0.0506,False,26.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c6c568dbb6d4,tunisieannonce,tunis,0.1526,False,4.52,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c729d370c670,tunisieannonce,tunis,0.1788,False,2.72,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c786d9b20328,tunisieannonce,tunis,0.1461,False,5.11,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c796fe40bf98,tunisieannonce,tunis,0.1689,False,3.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c9982fea1b30,tunisieannonce,tunis,0.1599,False,3.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c7571d8e7be3,tunisieannonce,tunis,0.1385,False,5.89,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c8764eea5d99,tunisieannonce,tunis,0.1024,False,11.42,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c80df33751c3,tunisieannonce,tunis,0.0841,False,15.68,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c8b6d20fdb6e,tunisieannonce,tunis,0.1743,False,2.97,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c90638612ae4,tunisieannonce,tunis,0.07,False,19.78,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c96308696bfe,tunisieannonce,tunis,-0.0032,True,51.62,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c9ebb6f7e2d9,tunisieannonce,tunis,0.1478,False,4.94,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c98857297873,tunisieannonce,tunis,0.0562,False,24.51,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_c9ad145e05e6,tunisieannonce,tunis,0.1476,False,4.96,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ca597a4f2e87,tunisieannonce,tunis,0.0572,False,24.16,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cacced1be0e8,tunisieannonce,tunis,0.1227,False,7.92,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cbb3a3a15424,tunisieannonce,tunis,0.1548,False,4.33,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cbee5feea895,tunisieannonce,tunis,0.1322,False,6.63,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cb9a5043af52,tunisieannonce,tunis,0.1176,False,8.69,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cbf251aa77a0,tunisieannonce,tunis,0.127,False,7.31,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cce26098f218,tunisieannonce,tunis,0.1188,False,8.5,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cc52ad1147ba,tunisieannonce,tunis,0.1489,False,4.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ce69745f4c8d,tunisieannonce,tunis,0.1665,False,3.46,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cd38b5a8dfe1,tunisieannonce,tunis,0.0501,False,26.86,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ce70805a17dd,tunisieannonce,tunis,0.1818,False,2.57,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_ce80579c8d98,tunisieannonce,tunis,0.17,False,3.23,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cee19a119575,tunisieannonce,tunis,0.08,False,16.78,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cee2df0ea2de,tunisieannonce,tunis,0.0396,False,31.18,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cf30dfb96af1,tunisieannonce,tunis,0.0742,False,18.49,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cf3b344010cf,tunisieannonce,tunis,0.1428,False,5.44,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cf5c1d3a77bb,tunisieannonce,tunis,0.1493,False,4.81,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d072354bc8d2,tunisieannonce,tunis,0.1703,False,3.21,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d02ba1045133,tunisieannonce,tunis,0.1658,False,3.5,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_cffb93775ca9,tunisieannonce,tunis,0.0573,False,24.13,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d0ebe66a1b58,tunisieannonce,tunis,0.1695,False,3.26,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d1297cf1a24c,tunisieannonce,tunis,0.1101,False,9.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d1987d53c08b,tunisieannonce,tunis,0.1763,False,2.86,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d225bdf0c130,tunisieannonce,tunis,0.1509,False,4.66,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d14dc9623bd9,tunisieannonce,tunis,0.1003,False,11.85,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_d2ed16290867,tunisieannonce,tunis,0.1505,False,4.7,[],"{""model_used"": ""tunis""}",isolation_forest_v2
