"change_type","city","currency","description","features","has_price_history","image_count","images","is_outlier","last_update","latitude","longitude","model_weight","municipalite","normalized","outlier_flags","poi","property_id","region","reliability_level","reliability_score","rooms","scraped_at","should_drop","source_name","surface","suspected_duplicate","title","transaction_type","type","url","zone","_id","id","price","nlp_enriched","nlp_filled_fields","price_delta","price_delta_pct","price_per_m2","canonical_id"
"unchanged","Hammamet","TND","opportunity hammamet 2300 m² villa hammamet sud terrain : 2300m2 bâti : 250m2 salon, 4 suites , terrasse, grand jardin, belle piscine, abri de voiture prix : 1.1 md 21834100 ref: ridh.hamemt","[""abri de voiture"", ""grand jardin"", ""jardin"", ""piscine"", ""pool"", ""terrasse""]","True","0.0","[]","True","2026-04-06T18:44:22.854546Z","36.4","10.6167","1.5","Hammamet","True","[""price_too_low"", ""price_m2_too_low""]","[""La Maison des Saveurs"", ""Dar CA"", ""Hôpital d'Hammamet"", ""صيدلية الليل"", ""Chee'z Pizzeria"", ""Hammamet"", ""Café Maure SIDI EL KILANI"", ""Cafeteria CA"", ""Kafteji Hammamet"", ""l'Escale Hammamet""]","tunisieannonce_92bbb6754dd1","TUNIS","HIGH","85.0","2.0","2026-03-29T10:07:31.026281","False","tunisieannonce","300.0","False","Maisons","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455060&titre=Villa 2300 m2 a hammamet","north","tunisieannonce:tunisieannonce_92bbb6754dd1","","1100.0","","","0.0","0.0","3.67",""
"new","Cite Afh","TND","petit app climatisée richement meuble composé 2 chambres kitchenette wc douche petit balcon ( 5 nuitées minimum) villa climatisée richement meublé composé 4 chambres cuisine spacieux 2 sallons 2 douches 2wc jardin avec parking pour 3 voitures (4 nuitées minimum) tel 99009602","[""2 chambres"", ""2 douches"", ""2 sallons"", ""2wc"", ""4 chambres"", ""4 nuitées minimum"", ""5 nuitées minimum"", ""climatisée"", ""cuisine spacieux"", ""douche"", ""jardin"", ""kitchenette"", ""meuble"", ""parking"", ""parking pour 3 voitures"", ""petit balcon"", ""richement meuble"", ""richement meublé"", ""villa climatisée"", ""wc""]","False","0.0","[]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_92c971ee2d2f","TUNIS","HIGH","85.0","3.0","2026-04-06T14:12:52.432157","False","tunisieannonce","50.0","False","App. 3 pièc","Rent","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3339869&titre=Petit appartement","north","tunisieannonce:tunisieannonce_92c971ee2d2f","","570.0","","","","","11.4",""
"unchanged","Jardins De Carthage","TND","le patio immobilier tunisie propose à la location un appartement s1 haut standing jamais habité situé aux jardins de carthage. composition : salon lumineux avec balcon cuisine salle deau avec douche une chambre à coucher lappartement est proposé vide et dispose dune place de parking au sous-sol. loyer : 1900 dt pour plus dinformations ou pour organiser une visite, contactez-nous sur 00216 28 287 487 (whatsapp) le patio immobilier","[""balcon"", ""bedroom"", ""haut standing"", ""jardin"", ""kitchen"", ""parking"", ""patio"", ""shower"", ""under-sol parking""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/618817_20260326_193436.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/618817_20260326_193452.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/618817_20260326_193515.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/618817_20260326_193530.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/618817_20260326_193545.jpg""]","False","2026-04-06T18:44:22.854546Z","36.8536","10.3256","1.5","Carthage","True","[]","[""فيلا ديدون"", ""قرطاج حنبعل"", ""Le Macaron Mme Bouzguanda"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""site archéologique carthage dermech"", ""قرطاج درمش"", ""قرطاج درمش""]","tunisieannonce_9341566120c5","TUNIS","HIGH","100.0","2.0","2026-03-27T16:12:28.849131","False","tunisieannonce","100.0","False","App. 2 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454843&titre=Appart s1 jdc haut standing","north","tunisieannonce:tunisieannonce_9341566120c5","","1900.0","","","0.0","0.0","19.0",""
"unchanged","La Mannouba","TND","rée de chaussée pour tout complément d'information contacter le 22582821","[""""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/761373_20260205_084655.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/761373_20260205_085023.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/761373_20260205_085041.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/761373_20260205_085100.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/761373_20260205_085108.jpg""]","False","2026-04-06T18:44:22.853535Z","36.8097","10.0928","1.5","Mannouba","True","[]","[""جامع منوبة"", ""منطقة شرطة منوبة (ذهاب)"", ""منطقة شرطة منوبة (إياب)"", ""دار المسنين (ذهاب)"", ""دار المسنين (إياب)"", ""معهد حمودة باشا"", ""قصر قبة النحاس"", ""باغيت & باغيت"", ""مكتب بريد منوبة"", ""الهادي شاكر منوبة (ذهاب)""]","tunisieannonce_932d2374ac34","TUNIS","HIGH","100.0","2.0","2026-03-31T14:43:33.910820","False","tunisieannonce","70.0","False","App. 2 pièc","Rent","Other","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3449330&titre=Tout près de slimane kehia","north","tunisieannonce:tunisieannonce_932d2374ac34","","360.0","","","0.0","0.0","5.14",""
"unchanged","Kelibia","TND","maison s3 indépendant à kelibia 52 652 855 whatsapp","[""maison s3 indépendant""]","True","3.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/757362_20260328_142111.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/757362_20260328_142213.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/757362_20260328_142256.jpg""]","False","2026-04-06T18:44:22.853535Z","36.8472","11.0944","1.5","Kelibia","True","[]","[""المدرسة الابتدائية طريق الشاطئ"", ""Pharmacie Ben Rhouma"", ""The Twe12Ve"", ""La Palma"", ""MG Proxi Kélibia"", ""Café Jeune"", ""صيدلية الليل"", ""Cafeteria C.O.K"", ""مقهى دار الشعب"", ""المدرسة الابتدائية سيدي ابو ضاوي""]","tunisieannonce_93128ae2ece0","TUNIS","HIGH","100.0","1.0","2026-03-29T10:17:39.511882","False","tunisieannonce","200.0","False","App. 3 pièc","Rent","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455045&titre=Maison s3 indépendant","north","tunisieannonce:tunisieannonce_93128ae2ece0","","1400.0","","","0.0","0.0","7.0",""
"unchanged","Borj El Amri","TND","à vendre 12 hectares à a7wez borj amri ardh 7amri feha bir 9rib 150 m2 3la kayess , t3ed 3la tunis 35 km pour plus d'informations contacter 52518866","[""3la kayess"", ""9rib"", ""t3ed"", ""terrain""]","True","0.0","[]","False","2026-04-06T18:44:22.854546Z","36.7189","9.9425","0.5","Borj El Amri","True","[]","[]","tunisieannonce_930b6882da33","TUNIS","LOW","55.0","","2026-03-29T10:17:46.983507","False","tunisieannonce","","False","Terrain agr","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3429411&titre=A vnd 12 hectares à borj amri","north","tunisieannonce:tunisieannonce_930b6882da33","","650000.0","","","0.0","0.0","",""
"unchanged","Ain Zaghouan","TND","a vendre villa s+3 plus 3 appartements bâti sur un terrain de 400m² faisant le coin, à laouina dans un emplacement stratégique, le rdc contient la villa s+3 avec grand jardin et abri pour les voitures, plus un studio s+1 déjà louer, à létage en trouve un appartement s+1 avec terrasse plus un appartement s+2 les deux sont louer. superficie terrain : 400m² superficie bâti : 300m² merci de contacter notre agent en immobilier au 90531973.","[""abri pour les voitures"", ""appartement s+1 avec terrasse"", ""appartement s+2"", ""grand jardin"", ""jardin"", ""studio s+1"", ""terrasse"", ""villa s+3""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202602/annonces-tunisie.net/photos/781906_20260202_120410.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/annonces-tunisie.net/photos/781906_20260202_120417.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/annonces-tunisie.net/photos/781906_20260202_120425.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/annonces-tunisie.net/photos/781906_20260202_120431.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/annonces-tunisie.net/photos/781906_20260202_120442.jpg""]","True","2026-04-06T18:44:22.853535Z","36.4025","10.1431","1.5","Zaghouan","True","[""price_too_low"", ""price_m2_too_low""]","[""المدرسة الإعدادية شارع الاستقلال"", ""لاجوكندا"", ""كروة"", ""ناينتيز"", ""المدرسة الابتدائية ابن خلدون"", ""إم جي بركسي"", ""كارفور إكسبريس"", ""ميلانو"", ""Station de Louages Zaghouan"", ""الكهف""]","tunisieannonce_930ee5285e41","TUNIS","HIGH","90.0","3.0","2026-03-31T15:35:31.896985","False","tunisieannonce","400.0","False","Maisons","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3448845&titre=Villa plus 3 appartements à l","north","tunisieannonce:tunisieannonce_930ee5285e41","","1000.0","","","0.0","0.0","2.5",""
"unchanged","Sidi Daoud","TND","a vendre un parcelle de terrain 1032 m² titre foncier urbaine individuel r+2 situé côte carrefour la marsa a 400 m sur la route de la marsa. prix : 1240 md tél : 99.307.890","[""terrain"", ""titre foncier urbaine individuel r+2""]","True","1.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788323_20260330_164140.jpg""]","True","2026-04-06T18:44:22.853535Z","36.7667","10.1833","1.0","Jebel Jelloud","True","[""price_too_low""]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_9305d75c4883","TUNIS","GOOD","80.0","","2026-03-31T15:11:37.596149","False","tunisieannonce","32.0","False","Terrain nu","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455285&titre=Bonne opportunité de 1032 mètre carré","north","tunisieannonce:tunisieannonce_9305d75c4883","","1700.0","","","0.0","0.0","53.12",""
"unchanged","Habib Thameur","TND","l'agence immobilière relasser vous propose à vendre un bel appartement meublé retapé à neuf sur la grande avenue de l'habib thameur gouvernorat du tunis situé au 3 éme étage composé d'un salon ,salle à manger, 2 pièces lumineuses , une cuisine équipée , une salle de bain et deux grands balcons equipements: chauffage centrale climatiseurs ( chaud et froid) menuiserie aluminium vidéophone parquet en bois la superficie est de 93 m² . titre foncier prix :265 mille dinars . pour plus d'informations veuillez nous contacter au + 216 20 015 980 +216 71 351 875.","[""2 pièces lumineuses"", ""balcons"", ""chauffage central"", ""climatisation"", ""climatiseurs (chaud et froid)"", ""cuisine équipée"", ""menuiserie aluminium"", ""meuble"", ""meublé"", ""parquet en bois"", ""retapé à neuf"", ""salle de bain"", ""salle à manger"", ""salon"", ""vidéophone""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260328_104356.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260328_104445.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260328_104535.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260328_104552.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260328_104616.jpg""]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_93492f3bc17e","TUNIS","HIGH","100.0","3.0","2026-03-29T10:49:26.112783","False","tunisieannonce","93.0","False","App. 3 pièc","Sale","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454882&titre=Appartement meublé à l","north","tunisieannonce:tunisieannonce_93492f3bc17e","","265000.0","","","0.0","0.0","2849.46",""
"unchanged","El Menzah 9","TND","découvrez cette magnifique villa bâtie sur 3 niveaux, idéalement située à menzah9, dans un quartier proche de toutes les commodités composition : * rez-de-jardin : garage couvert avec porte sur le jardin. salle deau invités deux pièces suite au fond avec grande pièce polyvalente et salle de bain *rez-de-chaussée : un beau jardin, un salon spacieux et extrêmement lumineux, une cuisine fonctionnelle , une suite avec salle de bain et une salle deau invités *1er étage : chambre avec terrasse , une salle de bain et 4 chambres à coucher confortables dont 2 suites. bonne opportunité à saisir ,idéale pour une famille ou un pour usage professionnel .emplacement privilégié à proximité des commerces, écoles et transports pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320","[""4 bedrooms comfortable including 2 suites"", ""bathroom guests"", ""garage"", ""garage covered"", ""garden"", ""jardin"", ""kitchen functional"", ""salon spacious and extremely luminous"", ""suite with bathroom"", ""terrace"", ""terrasse""]","True","6.0","[""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260120_093410.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260120_093431.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260120_093500.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260129_202220.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260129_202229.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733938_20260129_202240.jpg""]","False","2026-04-06T18:44:22.854546Z","36.8528","10.1703","1.5","El Menzah","True","[]","[""ووك فشن"", ""Mouffetarde Creperie"", ""بارافرماسي"", ""بلم استريت"", ""ذا هد"", ""مستر فايف"", ""منزه 5"", ""Gourmandise"", ""ذو بارادايز"", ""مطعم دمشق""]","tunisieannonce_941f91443ba9","TUNIS","HIGH","100.0","4.0","2026-04-01T21:32:49.814698","False","tunisieannonce","810.0","False","Maisons","Rent","Commercial","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3447011&titre=Belle villa pour habitation ou bureau","north","tunisieannonce:tunisieannonce_941f91443ba9","","3500.0","","","0.0","0.0","4.32",""
"unchanged","Berge Du Lac","TND","agence immobilière le carré 9 vous propose à la location un appartement s2 richement meublé de 120m²situé au 2éme étage d'une résidence gardée et sécurisée aux berges du lac 2. cet appartement se compose d'un spacieux salon qui donne sur un balcon avec une vue dégagée une cuisine bien équipée (réfrigérateur micro-onde lave-vaisselle machine à laver plaque four et hotte encastrés) une suite parentale avec sa salle de bain avec baignoire une chambre à coucher et une salle de douche. l'appartement est équipé du chauffage central de la climatisation en split et des placards dans toutes les pièces ainsi une place de parking au sous-sol. pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610. ref149a","[""air conditioning"", ""balcon"", ""bathroom with bathtub"", ""bedroom"", ""central heating"", ""chauffage central"", ""climatisation"", ""dishwasher"", ""hotte encastrée"", ""kitchen"", ""meuble"", ""microwave"", ""oven"", ""parking"", ""placards"", ""refrigerator"", ""shower room"", ""spacious salon"", ""suite parentale"", ""washing machine""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/376570_20250613_102138.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/376570_20250613_102158.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/376570_20250613_102213.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/376570_20250613_102232.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/376570_20250613_102248.jpg""]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_93f79628b803","TUNIS","HIGH","100.0","4.0","2026-03-29T11:50:41.524040","False","tunisieannonce","120.0","False","App. 1 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3407361&titre=Un appartement s2 meublé au lac 2","north","tunisieannonce:tunisieannonce_93f79628b803","","2450.0","","","0.0","0.0","20.42",""
"unchanged","Ezzahra","TND","à louer un studio s1 meublé, situé à ezzahra centre ville son emplacement est calme et résidentiel. loyer mensuel : 559 dt contacter le 53 33 85 15 le whatsapp 97 72 90 08","[""meuble"", ""meublé"", ""studio""]","True","0.0","[]","False","2026-04-06T18:44:22.855550Z","36.743","10.308","1.5","Ezzahra","True","[]","[""Magasin Général - MG;Magasin général MG"", ""Pharmacie Bouassida"", ""Pâtisserie Hachicha"", ""Papito"", ""Auto-école Kamel"", ""Centre médical"", ""Pharmacie Mohamed El Hedi Guedana"", ""Pharmacie Sonia Ben Slimane EP Jemaa"", ""Épicerie"", ""الزهراء""]","tunisieannonce_935f124b51d8","TUNIS","HIGH","95.0","2.0","2026-03-27T16:10:58.721578","False","tunisieannonce","70.0","False","App. 2 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454845&titre=Studio s1 à ezzahra centre ville ba al2","north","tunisieannonce:tunisieannonce_935f124b51d8","","550.0","","","0.0","0.0","7.86",""
"unchanged","Cite Afh","TND","v612 appartement corail 3 a vendre chez lagence smart owner immobilière hammamet, un bel appartement de type s+2 sis au 3ème étage situé dans une résidence bien gardée à afh mrezga. lappartement se compose dun spacieux salon avec balcon de 27 m², une cuisine ouverte équipée, deux chambres à coucher , une salle de bain et une salle deau. il est équipé de chauffage central. vous bénéficiez dun place parking au sous sol à 23 milles dinars. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.","[""balcon"", ""chauffage central"", ""cuisine ouverte équipée"", ""deux chambres à coucher"", ""parking"", ""place parking au sous sol"", ""salle d'eau"", ""salle de bain"", ""spacious salon""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/460152_20260331_102734.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/460152_20260331_102741.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/460152_20260331_102752.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/460152_20260331_102759.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/460152_20260331_102806.jpg""]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_942462b0a25b","TUNIS","HIGH","100.0","2.0","2026-03-31T14:03:09.100621","False","tunisieannonce","114.0","False","App. 3 pièc","Sale","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455340&titre=V612 appartement corail 3","north","tunisieannonce:tunisieannonce_942462b0a25b","","450000.0","","","0.0","0.0","3947.37",""
"unchanged","Gammart","TND","une magnifique villa située à l'entrée des jardins de carthage, offrant un cadre de vie luxueux et fonctionnel. au rez-de-chaussée, vous trouverez une élégante suite pour invités, une salle d'eau pour invités, un vaste séjour lumineux, et une cuisine entièrement équipée (réfrigérateur, plaque, hotte, four). le salon, doté de grandes portes-fenêtres, s'ouvre directement sur une piscine scintillante et un jardin paysager, idéal pour la détente et les réceptions. le premier étage se compose de deux suites parentales spacieuses, ainsi que de deux chambres à coucher supplémentaires partageant une salle de bain commune avec baignoire. en sous-sol, un espace dédié au personnel comprend un salon avec kitchenette, une chambre, une salle de bain et un débarras, sans oublier un garage pouvant accueillir deux véhicules. cette villa représente l'opportunité parfaite pour une famille à la recherche de confort et d'intimité dans un quartier prisé. #maison #villa #location # appartements # agence #loc","[""basement"", ""bathroom"", ""bathroom for guests"", ""bedroom"", ""débarras"", ""garage"", ""garden"", ""hood"", ""hot plate"", ""jardin"", ""kitchen"", ""kitchenette"", ""large windows"", ""living room"", ""oven"", ""piscine"", ""reception area"", ""refrigerator"", ""shared bathroom with bathtub"", ""staff room"", ""suite for guests"", ""swimming pool"", ""two extra bedrooms"", ""two parent suites""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/789111_20250603_101647.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/789111_20250603_101702.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/789111_20250603_101721.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/789111_20250603_101746.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/789111_20250603_101840.jpg""]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_943ec82b6f1b","TUNIS","HIGH","95.0","2.0","2026-03-31T14:00:30.738147","False","tunisieannonce","","False","Maisons","Rent","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3405757&titre=Magnifique villa au jardins de carthage","north","tunisieannonce:tunisieannonce_943ec82b6f1b","","8500.0","","","0.0","0.0","",""
"unchanged","Borj El Baccouche","TND","borj baccouche : bureau h+4 à louer on met à la location un bureau h+4 au 1 er etage avec double ascenseur dans une résidence exclusivement bureautique proches de toutes commodités il se compose de : - hall - quatre pièces - bloc sanitaires - kitchenette - climatisation - place de parking prix de location : 1750 tnd inclus frais de syndic l'immeuble est sécurisé et bien situé à proximité des principales commodités.","[""ascenseur"", ""bloc sanitaires"", ""climatisation"", ""double ascenseur"", ""h+4"", ""hall"", ""kitchenette"", ""meuble"", ""parking"", ""place de parking"", ""quatre pièces""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/763551_20260325_082758.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/763551_20260325_082818.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/763551_20260325_082837.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/763551_20260325_082927.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/763551_20260325_082947.jpg""]","True","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.0","Jebel Jelloud","True","[""price_too_low"", ""price_m2_too_low""]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_93e4cc665ddb","TUNIS","GOOD","80.0","","2026-04-06T12:29:58.596515","False","tunisieannonce","140.0","False","Bureau","Sale","Commercial","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454559&titre=Bureau h4 1750 d borj baccouche","north","tunisieannonce:tunisieannonce_93e4cc665ddb","","1750.0","","","0.0","0.0","12.5",""
"unchanged","Bou Mhel","TND","un appartement situé dans une résidence sécurisée et proche de toutes commodités. il est composé dun salon une cousine américaine dune salle de bain, dune chambre à coucher et . et chauffage central sont aussi disponibles","[""chambre à coucher"", ""chauffage central"", ""cousine américaine"", ""salle de bain"", ""salon""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793514_20260302_100518.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793514_20260302_100542.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793514_20260302_100557.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793514_20260302_100612.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793514_20260302_100626.jpg""]","False","2026-04-06T18:44:22.854546Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_938eaf5b8b77","TUNIS","HIGH","100.0","3.0","2026-03-31T13:44:29.473467","False","tunisieannonce","50.0","False","App. 1 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3452538&titre=Un appartement a boumhal","north","tunisieannonce:tunisieannonce_938eaf5b8b77","","600.0","","","0.0","0.0","12.0",""
"unchanged","Hammamet","TND","av lot de terrain de 1000m jusqu'à 3000m sur la route avec des oliviers situé à monchar hammamet sud . -possibilité de vente par 1000m prix: 110dt/m pour plus d'infos appelez: 99958728 whatsapp: 99202001","[""oliviers"", ""route"", ""terrain""]","True","3.0","[""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/770319_20260219_102634.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/770319_20260219_102703.jpg"", ""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/770319_20260219_102730.jpg""]","False","2026-04-06T18:44:22.854546Z","36.4","10.6167","1.5","Hammamet","True","[]","[""La Maison des Saveurs"", ""Dar CA"", ""Hôpital d'Hammamet"", ""صيدلية الليل"", ""Chee'z Pizzeria"", ""Hammamet"", ""Café Maure SIDI EL KILANI"", ""Cafeteria CA"", ""Kafteji Hammamet"", ""l'Escale Hammamet""]","tunisieannonce_937d47d58866","TUNIS","HIGH","100.0","","2026-03-29T12:07:16.020563","False","tunisieannonce","1000.0","False","Terrain agr","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3426382&titre=Av de 1000m a 3000m à monchar","north","tunisieannonce:tunisieannonce_937d47d58866","","110000.0","","","0.0","0.0","110.0",""
