property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
century21_958abcf541a6,century21,0.0,positive,0.3891,0.0,13.62,normal,[],xlm_roberta_mdeberta_v1,
century21_b9546f8655f7,century21,0.0,positive,0.3723,0.3,20.53,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_bc69bf86fbce,century21,0.0,positive,0.3325,0.55,25.39,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_bdc45546d4a9,century21,0.0,positive,0.3827,0.2,18.39,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_0e6407551a27,century21,0.0774,neutral,0.3335,0.55,28.52,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_110268,century21,0.0,positive,0.2105,0.2,12.37,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_c1433851a314,century21,0.0,positive,0.4029,0.75,32.85,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_c1e96ebf30af,century21,0.294,negative,0.3939,0.0,25.55,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0773a2e5a552,tunisieannonce,0.5077,negative,0.3578,0.55,46.58,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_c7f2e04b01c0,century21,0.0,positive,0.4153,0.2,19.54,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_c8192a5084e2,century21,0.0,positive,0.3895,0.0,13.63,normal,[],xlm_roberta_mdeberta_v1,
century21_c9eb00e242d1,century21,0.0824,neutral,0.3897,0.0,16.94,normal,[],xlm_roberta_mdeberta_v1,
century21_c84363db80db,century21,0.076,neutral,0.3539,0.55,29.18,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_cd93db8d518d,century21,0.0,positive,0.3512,0.2,17.29,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_ca5fa10c92e9,century21,0.0,positive,0.4202,0.2,19.71,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_ce6017c1d8e2,century21,0.3124,negative,0.3888,0.0,26.1,suspect,[],xlm_roberta_mdeberta_v1,
century21_cf3aeb00f20e,century21,0.0,positive,0.3728,0.0,13.05,normal,[],xlm_roberta_mdeberta_v1,
century21_ce3abdba551e,century21,0.0,positive,0.3726,0.0,13.04,normal,[],xlm_roberta_mdeberta_v1,
century21_de98fd3409e0,century21,0.0,positive,0.3334,0.0,11.67,normal,[],xlm_roberta_mdeberta_v1,
century21_121d339799e8,century21,0.0,positive,0.3609,0.55,26.38,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_d0e37f7227e3,century21,0.0,positive,0.3357,0.0,11.75,normal,[],xlm_roberta_mdeberta_v1,
century21_d3ff95e77da6,century21,0.087,neutral,0.3995,0.0,17.46,normal,[],xlm_roberta_mdeberta_v1,
century21_d17f97134ee2,century21,0.0,positive,0.3474,0.0,12.16,normal,[],xlm_roberta_mdeberta_v1,
century21_d25c29886d12,century21,0.0,positive,0.3495,0.0,12.23,normal,[],xlm_roberta_mdeberta_v1,
century21_d0f8c36f15ec,century21,0.0,positive,0.2764,0.55,23.42,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_d49cb8372f83,century21,0.075,neutral,0.3089,0.0,13.81,normal,[],xlm_roberta_mdeberta_v1,
century21_d635b16cce35,century21,0.0,positive,0.4184,0.2,19.64,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_d699f484a5b5,century21,0.0,positive,0.389,0.2,18.61,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_d78d79099710,century21,0.0,positive,0.3019,0.55,24.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_d6fe38968a3a,century21,0.0,positive,0.3583,0.55,26.29,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_244cb47f2aa7,tunisieannonce,0.3723,negative,0.3353,0.0,26.63,suspect,[],xlm_roberta_mdeberta_v1,
century21_d66e9462eb06,century21,0.0,positive,0.3676,0.2,17.87,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_d9d470de6c57,century21,0.0,positive,0.3562,0.0,12.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_28376d78bfd5,tunisieannonce,0.0,positive,0.3724,0.45,24.28,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_259244,affare,0.3298,negative,0.3629,0.55,39.64,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_d85f9e931995,century21,0.0,positive,0.325,0.55,25.12,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_d7b2cb858f73,century21,0.0821,neutral,0.4156,0.0,17.83,normal,[],xlm_roberta_mdeberta_v1,
century21_d8c647b5d0ad,century21,0.4074,negative,0.4151,0.0,30.82,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_15a707cce854,tunisieannonce,0.0,positive,0.3258,0.0,11.4,normal,[],xlm_roberta_mdeberta_v1,
affare_259295,affare,0.4703,negative,0.3139,0.2,34.8,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_dacec5400299,century21,0.0,positive,0.3405,0.55,25.67,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a726b255639b,tunisieannonce,0.0,positive,0.3636,0.0,12.73,normal,[],xlm_roberta_mdeberta_v1,
century21_e06d150dc5b6,century21,0.0,positive,0.4363,0.55,29.02,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_e04ebbd76d06,century21,0.0,positive,0.3603,0.55,26.36,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_e42d589dc7a6,century21,0.0,positive,0.4223,0.0,14.78,normal,[],xlm_roberta_mdeberta_v1,
century21_e4ad7c239f0a,century21,0.265,negative,0.3135,0.0,21.57,suspect,[],xlm_roberta_mdeberta_v1,
century21_191f35598ac0,century21,0.0,positive,0.3552,0.0,12.43,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a6872469f2d2,tunisieannonce,0.6059,negative,0.4054,0.55,52.17,fraud_likely,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,"Cette annonce immobilière est suspecte en raison de plusieurs signaux détectés : un score fraude élevé (52.2/100), un sentiment négatif (score 0.61), un score zero-shot fraude élevé (0.41) et la détection d'un contact externe (whatsapp 97 72 90 08)."
century21_e50add041b7b,century21,0.0,positive,0.38,0.0,13.3,normal,[],xlm_roberta_mdeberta_v1,
century21_e31d794eae2c,century21,0.0,positive,0.4396,0.0,15.39,normal,[],xlm_roberta_mdeberta_v1,
century21_e33875de7021,century21,0.0,positive,0.3579,0.0,12.53,normal,[],xlm_roberta_mdeberta_v1,
century21_e7e617b55788,century21,0.0,positive,0.3517,0.55,26.06,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259296,affare,0.0,positive,0.39,0.0,13.65,normal,[],xlm_roberta_mdeberta_v1,
century21_e54a56853009,century21,0.0,positive,0.3447,0.55,25.81,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_2150,century21,0.0,positive,0.3724,0.0,13.03,normal,[],xlm_roberta_mdeberta_v1,
century21_ee14e1d53036,century21,0.0,positive,0.3393,0.0,11.88,normal,[],xlm_roberta_mdeberta_v1,
century21_eb1a6a4ded2c,century21,0.0,positive,0.3678,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
century21_ee655936e47d,century21,0.0,positive,0.3751,0.55,26.88,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_215c9ba276f7,century21,0.3425,negative,0.3883,0.0,27.29,suspect,[],xlm_roberta_mdeberta_v1,
century21_eefb363b8221,century21,0.3309,negative,0.3937,0.0,27.02,suspect,[],xlm_roberta_mdeberta_v1,
century21_f26c77d6cb87,century21,0.0,positive,0.3467,0.75,30.88,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_ee6fba88ebb9,century21,0.0804,neutral,0.3397,0.55,28.86,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
mubawab_8105627,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_f0b56f9b6e22,century21,0.0831,neutral,0.4067,0.55,31.31,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_eeb35d57da96,century21,0.0,positive,0.3535,0.2,17.37,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_f1b93aa37f70,century21,0.0,positive,0.3855,0.0,13.49,normal,[],xlm_roberta_mdeberta_v1,
century21_f43cdccfad46,century21,0.0852,neutral,0.3787,0.0,16.66,normal,[],xlm_roberta_mdeberta_v1,
century21_f592300fa491,century21,0.0,positive,0.3817,0.0,13.36,normal,[],xlm_roberta_mdeberta_v1,
century21_f57f4f3d961a,century21,0.0,positive,0.3783,0.55,26.99,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_f2f9f55ada5f,century21,0.0,positive,0.3424,0.0,11.98,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8bc9ae9e2261,tunisieannonce,0.5385,negative,0.3583,0.25,40.33,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
century21_f6410663afd1,century21,0.0,positive,0.3966,0.0,13.88,normal,[],xlm_roberta_mdeberta_v1,
century21_26627c5819bc,century21,0.0,positive,0.3216,0.55,25.01,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_f89731b27d03,century21,0.0,positive,0.2738,0.3,17.08,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_fa2f398d3d4a,century21,0.0,positive,0.3581,0.55,26.28,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_f9b3765f720c,century21,0.0,positive,0.3639,0.0,12.74,normal,[],xlm_roberta_mdeberta_v1,
century21_fdae97213e1a,century21,0.0842,neutral,0.3361,0.0,15.13,normal,[],xlm_roberta_mdeberta_v1,
century21_febfa21d0547,century21,0.0,positive,0.4017,0.55,27.81,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_ff6dfb5d20ac,century21,0.0,positive,0.3612,0.55,26.39,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
darcom_130681,darcom,0.0,positive,0.3552,0.0,12.43,normal,[],xlm_roberta_mdeberta_v1,
darcom_130422,darcom,0.0,positive,0.3575,0.3,20.01,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
darcom_76700,darcom,0.079,neutral,0.3448,0.0,15.23,normal,[],xlm_roberta_mdeberta_v1,
darcom_130423,darcom,0.0,positive,0.3065,0.0,10.73,normal,[],xlm_roberta_mdeberta_v1,
mubawab_7477759,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
darcom_47067,darcom,0.0,positive,0.3314,0.0,11.6,normal,[],xlm_roberta_mdeberta_v1,
darcom_130676,darcom,0.0,positive,0.3933,0.0,13.77,normal,[],xlm_roberta_mdeberta_v1,
century21_ffd642e8de7d,century21,0.0,positive,0.3353,0.2,16.74,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
darcom_90062,darcom,0.5784,negative,0.4017,0.0,37.2,suspect,[],xlm_roberta_mdeberta_v1,
mubawab_7120194,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7531072,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
darcom_79359,darcom,0.0,positive,0.3937,0.0,13.78,normal,[],xlm_roberta_mdeberta_v1,
mubawab_7451290,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7731750,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7600872,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7711139,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7594008,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7691984,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7660108,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7670672,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7830273,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7846820,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7851268,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7857008,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7851012,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7901510,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7886402,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7861550,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8078124,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7922102,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7901634,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7901519,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7904047,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_7925509,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8198766,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8016259,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8078453,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8126691,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8130955,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8130938,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8134846,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8127940,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8130939,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8161889,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8140632,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8142188,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_123800,newkey,0.0,positive,0.3004,0.0,10.51,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8147187,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8162885,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8163675,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8169129,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8165236,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8168321,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_113194,newkey,0.0,positive,0.2427,0.0,8.49,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8164513,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8164228,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8167245,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_112712,newkey,0.0,positive,0.3485,0.75,30.95,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
mubawab_8176158,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_4417efe7fe6a,tunisieannonce,0.0,positive,0.337,0.55,25.55,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
mubawab_8169406,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_113248,newkey,0.0,positive,0.3334,0.0,11.67,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8171622,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8185172,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8181524,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8177919,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8211968,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8194985,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8214838,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8210272,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_0f5c4f2ab6c4,tunisieannonce,0.0,positive,0.4214,0.75,33.5,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
mubawab_8189475,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8189465,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8212588,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8219101,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8234718,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8223097,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8221236,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_113506,newkey,0.0,positive,0.2715,0.2,14.5,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
mubawab_8227631,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8230344,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8234831,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8234719,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8234976,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8239703,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8240198,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8240024,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8236731,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_0f947c03a4fb,tunisieannonce,0.0,positive,0.3175,0.55,24.86,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
mubawab_8243638,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8242807,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8241301,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8240411,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8242327,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8240199,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8240435,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8243905,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8259445,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8248301,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8246532,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8244666,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8245872,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_123804,newkey,0.0,positive,0.3626,0.2,17.69,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
mubawab_8246599,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8251203,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8257777,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8252918,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8252989,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8254026,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8293135,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8253718,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8251845,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8267884,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_0f6ea9ea0ffa,tunisieannonce,0.1894,negative,0.4169,0.45,33.42,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
mubawab_8266226,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8268309,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
