"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
732,"A vendre terrain 500 m² la soukra chotrana ii","Tunisie","700000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","500",NULL,NULL,NULL,"{}","{}","Darcom Tunisia la soukra met à la vente un terrain situé dans un bon emplacement à la  Soukra Chotrrana II , Ayant une superficie de 500 m 2, pour un prix de 1400 DT le m2 négociable Pour visiter le lieu ou pour toute autre information, il vous suffit de nous contacter par téléphone/mail","https://www.mubawab.tn/fr/a/8127986/a-vendre-terrain-500-m%C2%B2-la-soukra-chotrana-ii","media\land\732\image_001.jpg","media\land\732",2,"2026-02-18 16:12:43.088051","Unknown"
733,"Terrain de 1046 m² à soukra parc","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1046",NULL,NULL,NULL,"{}","{}","Darcom Tunisia met à la vente un terrain d’une vocation R2, d’une superficie de 1040m², situé dans un quartier résidentiel calme à la Soukra - rue du parc. Prix :  1050 DT/m² Pour visiter le lieu ou pour toute autre information, il vous suffit de nous contacter par téléphone / mail","https://www.mubawab.tn/fr/a/8074399/terrain-de-1046-m%C2%B2-%C3%A0-soukra-parc","media\land\733\image_001.jpg","media\land\733",1,"2026-02-18 16:12:52.034069","Unknown"
744,"Terrain sur la route principale Mahdia Bekalta","Tunisie","320000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Ce terrain est idéalement situé sur une route principale très fréquentée, avec une ouverture sur la route principale vers Mahdia. Parfaitement adapté à un projet de promotion immobilière, il offre la possibilité de construire un immeuble sur quatre niveaux. Le dossier juridique est disponible à l’agence.","https://www.mubawab.tn/fr/a/8186744/terrain-sur-la-route-principale-mahdia-bekalta","media\land\744\image_001.jpg","media\land\744",1,"2026-02-18 16:14:23.38064","Unknown"
745,"A vendre Terrain de 700m² à ennasr","Tunisie","315000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","700",NULL,NULL,NULL,"{}","{}","L'agence immobilière Century 21 Karaouli vous propose à la vente un terrain de 700m² à Ennasr 3. Vocation : Habitation R2 Pour plus d’informations, veuillez nous contacter au : 216 54 707 471","https://www.mubawab.tn/fr/a/8299942/a-vendre-terrain-de-700m%C2%B2-%C3%A0-ennasr","media\land\745\image_001.jpg","media\land\745",1,"2026-02-18 16:14:31.625228","Unknown"
746,"Terrain Villa Jouri à vendre à Sidi Daoued","Tunisie","1230000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","440",NULL,NULL,NULL,"{}","{}","Terrain Villa d’une superficie de 440m², situé dans un quartier résidentiel à Sidi Daoued  dans un lotissement viabilisé, avec une façade de 17m , profondeur 25m , vocation R2 et titre bleu individuel","https://www.mubawab.tn/fr/a/8269463/terrain-villa-jouri-%C3%A0-vendre-%C3%A0-sidi-daoued","media\land\746\image_001.jpg","media\land\746",2,"2026-02-18 16:14:39.474408","Unknown"
747,"Terrain 2368 m² à 350 mètres plage Ezzahra Kelibia","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","2368",NULL,NULL,NULL,"{}","{}","A vendre terrain à Ezzahra Kelibia situé à 350 mètres de la plage de superficie de 2 368 m² situé sur deux façades de 40 mètres et 60 mètres. Terrain dans un bon emplacement. Terrain avec titre foncier individuel. Prix : 800 000 DT Référence : VT1034 TEL : 72 295 572 / 29 760 600 / 29 760 700 WhatsApp : (216) 29 760 600 / 29 760 700","https://www.mubawab.tn/fr/a/8277068/terrain-2368-m%C2%B2-%C3%A0-350-m%C3%A8tres-plage-ezzahra-kelibia","media\land\747\image_001.jpg","media\land\747",11,"2026-02-18 16:14:47.989308","Unknown"
748,"Terrain à Yassmine Hammamet, Carthage Land","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","344",NULL,NULL,NULL,"{}","{}","terrain  vendre - Yassmine Hammamet . l'agence La Clé Immobilier International vous propose un terrain exceptionnel à vendre , situé dans le prestigieux quartier résidentiel de Yassmine Hammamet, pas loin de Carthage Land *Superficie : 344 mettre carrée Prix : 1500 DT / mettre Un emplacement rare , idéale pour un projet résidentiel de haut standing dans l'une des zones les plus recherchées de Hammamet","https://www.mubawab.tn/fr/a/8262642/terrain-%C3%A0-yassmine-hammamet-carthage-land","media\land\748\image_001.jpg","media\land\748",1,"2026-02-18 16:15:01.491918","Unknown"
749,"A vendre terrain 422m² à Route de Tunis, Nabeul","Tunisie","274000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","422",NULL,NULL,NULL,"{}","{}","L’agence immobilière le Boulevard vous propose : A #Vendre   #Référence : 1208a Un terrain viabilisé Double façade situé à route de Tunis, Nabeul. •	Superficie : 422m² •	Double façade : 22m*20m •	Lotissement approuvé •	Proche de toutes les commodités (Restaurant, salon de thé, banque, transport…) •	Titre foncier individuel •	Prix : 274.000 TND","https://www.mubawab.tn/fr/a/8164123/a-vendre-terrain-422m%C2%B2-%C3%A0-route-de-tunis-nabeul","media\land\749\image_001.jpg","media\land\749",1,"2026-02-18 16:15:09.629232","Unknown"
750,"A vendre terrain 314m² clôturé à Lido, Nabeul","Tunisie","314000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","314",NULL,NULL,NULL,"{}","{}","L’agence Immobilière Le Boulevard vous propose : A #Vendre    #Référence :1205a Un terrain viabilisé avec clôture situé à Lido, Nabeul •	Superficie : 314m² •	Façade : 20m •	Autorisation de Bâtir •	Avec Garage Bati •	Près de toutes les commodités (Faculté, lycée, Magasin, banque, restaurant…) •	10 minutes de la plage •	Titre de propriété •	Prix : 314.000TND","https://www.mubawab.tn/fr/a/8163470/a-vendre-terrain-314m%C2%B2-cl%C3%B4tur%C3%A9-%C3%A0-lido-nabeul","media\land\750\image_001.jpg","media\land\750",1,"2026-02-18 16:15:17.750195","Unknown"
751,"A vendre terrain 207m² à AFH Mrezga, Nabeul","Tunisie","310000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","207",NULL,NULL,NULL,"{}","{}","L’agence Immobilière Le Boulevard vous propose : A #Vendre    #Référence : 958a Un terrain viabilisé situé à AFH Mrezge, cité El Wafa, Nabeul. •	Superficie : 207m² •	Vocation : R2 •	Proche de toutes les commodités (facultés, magasin, restaurant, banque…) •	10 minutes de la plage •	Titre foncier individuel •	Prix : 310.000TND","https://www.mubawab.tn/fr/a/8095429/a-vendre-terrain-207m%C2%B2-%C3%A0-afh-mrezga-nabeul","media\land\751\image_001.jpg","media\land\751",3,"2026-02-18 16:15:26.335081","Unknown"
752,"Terrain a vendre a sidi mahrsi nabeul","Tunisie","5600000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","agence immobilière ""FIMILKI"" vous propose la vente d'un terrain à vocation des villas à nabeul-sidi-mahrsi : *titre bleu individuel *convient pour lotissement des villas individuelles *zone touristique ( calme et de standing ) *à presque 800 mètres de la plage sidi-mahrsi","https://www.mubawab.tn/fr/a/8304345/terrain-a-vendre-a-sidi-mahrsi-nabeul","media\land\752\image_001.jpg","media\land\752",1,"2026-02-18 16:15:36.290775","Unknown"
753,"A vendre terrain 3500m² pied dans l'eau à cap bon","Tunisie","700000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","3500",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #Vendre       #Référence : 871a Un terrain pied dans l’eau situé à Menzel Hor, Nabeul. •	Superficie : 3500 m² •	Pied dans l’eau •	Proche de toutes les commodités •	L’eau et l’électricité disponible •	Titre de propriété •	Façade mer : 57 mètres •	Prix : 700.000 TND","https://www.mubawab.tn/fr/a/7906091/a-vendre-terrain-3500m%C2%B2-pied-dans-l-eau-%C3%A0-cap-bon","media\land\753\image_001.jpg","media\land\753",1,"2026-02-18 16:15:44.593567","Unknown"
754,"A vendre terrain 204m² Double façade à Hammamet No","Tunisie","150000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","204",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #VENDRE              #Référence : 1316a Un terrain Double façade situé à Hammamet Nord. Superficie : 204 m² Double Façade : 17m*12m Vocation : R2 Près de toutes les commodités (Magasin, Restaurant, Banque, école, transport…) Titre de propriété Prix : 150.000 TND","https://www.mubawab.tn/fr/a/8254542/a-vendre-terrain-204m%C2%B2-double-fa%C3%A7ade-%C3%A0-hammamet-no","media\land\754\image_001.jpg","media\land\754",1,"2026-02-18 16:15:53.033124","Unknown"
755,"A vendre Terrain 2116m² à Korba Nabeul","Tunisie","360000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","2116",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #Vendre       #Référence : 1323a Un terrain d’angle nu ; situé à Korba, Nabeul. Superficie : 2116m² Façade : 51 mètres X 39 mètres A 900 mètres de la plage A 400 mètres de la route principale MC27 Papiers en règles Prix : 360.000 TND","https://www.mubawab.tn/fr/a/8256655/a-vendre-terrain-2116m%C2%B2-%C3%A0-korba-nabeul","media\land\755\image_001.jpg","media\land\755",1,"2026-02-18 16:16:00.636455","Unknown"
756,"A vendre terrain 340m² à Lido, Nabeul","Tunisie","374000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","340",NULL,NULL,NULL,"{}","{}","L’agence Immobilière Le Boulevard vous propose : A #Vendre    #Référence : 1215a Un terrain viabilisé et bien orienté situé dans une zone de luxe entouré par des villa à Lido, Nabeul. •	Superficie : 340m² •	Façade : 22 mètres •	Lotissement approuvé •	Vocation : R2 •	A 100 mètres de la Rte principale Med Souissi •	Près de toutes les commodités (Faculté, lycée, Magasin, banque, restaurant…) •	05 minutes de la plage à pied •	Titre Foncier individuel •	Prix : 374.000TND","https://www.mubawab.tn/fr/a/8169109/a-vendre-terrain-340m%C2%B2-%C3%A0-lido-nabeul","media\land\756\image_001.jpg","media\land\756",1,"2026-02-18 16:16:08.743673","Unknown"
757,"A vendre Terrain 254m² à Lido, Nabeul","Tunisie","305000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","254",NULL,NULL,NULL,"{}","{}","L’agence Immobilière Le Boulevard vous propose : A #Vendre    #Référence : 1200a Un terrain viabilisé qui fait le coin situé à Lido, Nabeul •	Superficie : 254m² •	Double façade : 20m X 12.50m •	Près de toutes les commodités (Faculté, lycée, Magasin, banque, restaurant…) •	Vocation : R2 •	10 minutes de la plage •	Titre Foncier •	Prix : 305.000TND","https://www.mubawab.tn/fr/a/8162049/a-vendre-terrain-254m%C2%B2-%C3%A0-lido-nabeul","media\land\757\image_001.jpg","media\land\757",1,"2026-02-18 16:16:17.048746","Unknown"
758,"Terrain de 1239m² à Grombalia La Perle du Cap Bon","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1239",NULL,NULL,NULL,"{}","{}","La Perle du Cap Bon – Terrains viabilisés prêts à bâtir à Grombalia Le projet de lotissement La Perle du Cap Bon vous propose une sélection de terrains viabilisés, idéalement conçus pour accueillir votre futur projet immobilier. Situé à Grombalia, ce projet s’inscrit dans une dynamique de développement urbain maîtrisé. Ses principaux atouts : Localisation centrale : accès immédiat à tous les services essentiels : gare, écoles, commerces, établissements publics et transports. Cadre de vie urbain et serein : quartier résidentiel calme, à proximité de toutes les commodités. Lots polyvalents et réglementés : superficies adaptées à différents projets (résidentiel, investissement, etc.). Investissement sécurisé : titre foncier individuel et projet légalement approuvé. Potentiel de valorisation élevé : Grombalia est une ville dynamique en pleine croissance.","https://www.mubawab.tn/fr/pa/8164231/terrain-de-1239m%C2%B2-%C3%A0-grombalia-la-perle-du-cap-bon","media\land\758\image_001.jpg","media\land\758",4,"2026-02-18 16:16:39.228784","Unknown"
759,"Terrain 508 m viabilisé à soukra","Tunisie","730000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","508",NULL,NULL,NULL,"{}","{}","Darcom-Tunisia La Soukra  met en vente un lot de terrain d'un superficie 508 m² dans une zone résidentiel très bon voisinage et viabilisé  à Chotrana 3 la soukra . Vocation R2 * 19,86 m² sur 25,82m² * 14500DT / m² * Titre foncier individuel l’emplacement de votre future maison est aussi important que ses plans! papiers en régle Si vous souhaitez visiter le bien n’hésitez pas à nous contacter","https://www.mubawab.tn/fr/a/8293337/terrain-508-m-viabilis%C3%A9-%C3%A0-soukra","media\land\759\image_001.jpg","media\land\759",1,"2026-02-18 16:16:49.817214","Unknown"
760,"Terrain à vendre – 382 m² – Quartier villas","Tunisie","343800 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","382",NULL,NULL,NULL,"{}","{}","À vendre, beau terrain d’une superficie de 382 m², situé dans un quartier résidentiel calme et recherché, exclusivement composé de villas. Le terrain est jumelé sur deux côtés, offrant une implantation optimisée, avec un retrait réglementaire de 4 mètres, garantissant une bonne aération et luminosité. Doté d’une vocation R2, il permet la réalisation d’une villa spacieuse ou d’un projet résidentiel harmonieux, conforme au standing du quartier. Environnement paisible, cadre agréable et voisinage de qualité, idéal pour un projet d’habitation familiale ou un investissement sécurisé.","https://www.mubawab.tn/fr/a/8280475/terrain-%C3%A0-vendre-%E2%80%93-382-m%C2%B2-%E2%80%93-quartier-villas","media\land\760\image_001.jpg","media\land\760",1,"2026-02-18 16:17:00.100955","Unknown"
770,"Terrain à vendre, Lot n 244","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1094",NULL,NULL,NULL,"{}","{}","Nous vous proposons à la vente un lot de terrain d’une superficie totale de 1094m²  bien situé à Hammamet, sur la route principale de la zone Craxi. Il contient 2 compteurs ; force et lumière. Une occasion en or. Prix : 900DT/m²","https://www.mubawab.tn/fr/a/7790270/terrain-%C3%A0-vendre-lot-n-244","media\land\770\image_001.jpg","media\land\770",1,"2026-02-18 16:18:31.016028","Unknown"
761,"Terrain à vendre – 736 m² – Zone résidentielle R2","Tunisie","625600 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","736",NULL,NULL,NULL,"{}","{}","Nous proposons à la vente un terrain d’une superficie de 736 m², idéalement situé dans un quartier résidentiel calme et recherché. Le terrain bénéficie d’une vocation R2, offrant de belles possibilités de développement pour la construction d’une villa individuelle, d’une résidence familiale ou d’un projet immobilier de standing, dans le respect des règles d’urbanisme en vigueur. Son environnement privilégié garantit tranquillité, sécurité et qualité de vie, tout en restant à proximité des commodités essentielles (axes routiers, écoles, commerces). Ce bien constitue une opportunité rare, aussi bien pour un usage résidentiel que pour un investissement à fort potentiel.","https://www.mubawab.tn/fr/a/8281782/terrain-%C3%A0-vendre-%E2%80%93-736-m%C2%B2-%E2%80%93-zone-r%C3%A9sidentielle-r2","media\land\761\image_001.jpg","media\land\761",1,"2026-02-18 16:17:08.181748","Unknown"
762,"Terrain à vendre","Tunisie","546250 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","575",NULL,NULL,NULL,"{}","{}","Terrain titré à vendre à chotrana  Soukra, au sein d’un lotissement destiné à l’habitation. . D’une superficie de 575 m²,prix de 950dt/m²  ce terrain est idéal pour la construction d’une villa, . Dans un environnement composé de villas et de nouvelles résidences. . Titre individuel est déjà disponible.","https://www.mubawab.tn/fr/a/8287907/terrain-%C3%A0-vendre","media\land\762\image_001.jpg","media\land\762",1,"2026-02-18 16:17:17.597759","Unknown"
763,"Terrain à vendre à La Marsa","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1500",NULL,NULL,NULL,"{}","{}","Terrain à vendre d’une superficie de 1 500 m² avec une façade de 35 m disposant d’un titre individuel, situé à La Marsa à proximité de la résidence de l’Ambassadeur de France. à 5 minutes à pied du centre Zéphyr et à 3 minutes à pied de la plage dans un quartier chic Prix 3 300 DT /m²","https://www.mubawab.tn/fr/a/8293903/terrain-%C3%A0-vendre-%C3%A0-la-marsa","media\land\763\image_001.jpg","media\land\763",1,"2026-02-18 16:17:25.632007","Unknown"
764,"Terrain à vendre à Cité Bou Akroucha. Superficie 256 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","256",NULL,NULL,NULL,"{}","{}","Lots de Terrains viabilisés à vendre à partir de 117m² jusqu'à  256m² à Mohamedia.","https://www.mubawab.tn/fr/pa/7942030/terrain-%C3%A0-vendre-%C3%A0-cit%C3%A9-bou-akroucha-superficie-256-m%C2%B2","media\land\764\image_001.jpg","media\land\764",2,"2026-02-18 16:17:35.241291","Unknown"
765,"Vente terrain à Radès. Surface totale 480 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","480",NULL,NULL,NULL,"{}","{}","Vous rêvez de bâtir votre propriété personnelle et personnalisée ... votre rêve est enfin réalisable. Immobilière khairi met à votre disposition des lots de terrain a rades viabilisés et approuvés avec certificats de propriété individuelle et R2 pour les constructions. Les superficies proposées sont de 148 m² à 480 m² pour le prix imbattable a partir de 800 DT TTC/m² selon l'emplacement du terrain en question. Localisation lotissement RADES : https://www.google.com/maps?q36.7810309,10.2759664 Nous serons heureux de vous accueillir sur place ou dans nos bureaux pour plus d'informations.","https://www.mubawab.tn/fr/pa/7981280/vente-terrain-%C3%A0-rad%C3%A8s-surface-totale-480-m%C2%B2","media\land\765\image_001.jpg","media\land\765",1,"2026-02-18 16:17:44.6018","Unknown"
766,"Terrain à acheter à La Soukra. Surface de 789 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","789",NULL,NULL,NULL,"{}","{}","Vous rêvez de bâtir votre propriété personnelle et personnalisée …Votre rêve est enfin réalisable. Immobilière Jabouza met à votre disposition des lots de terrain à la Soukra viabilisés et approuvés avec certificats de propriété individuelle et R2 pour les constructions du type individuel isolé. Les superficies proposées sont de 590m² à 790m²pour le prix imbattable à partir de 1500 DT TTC / m² Localisation Lotissement  La Soukra : https://maps.app.goo.gl/3M6xcyz9i2VgibLp7 Nous serons heureux de vous accueillir sur place ou dans nos bureaux pour plus d’informations.","https://www.mubawab.tn/fr/pa/7976811/terrain-%C3%A0-acheter-%C3%A0-la-soukra-surface-de-789-m%C2%B2","media\land\766\image_001.jpg","media\land\766",1,"2026-02-18 16:17:53.189077","Unknown"
767,"Terrain à vendre à hammamet","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","500",NULL,NULL,NULL,"{}","{}","A vendre un terrain situé à Chraf Hammamet Superficie : 500 m² Prix : 300 DT  / m²","https://www.mubawab.tn/fr/a/8247818/terrain-%C3%A0-vendre-%C3%A0-hammamet","media\land\767\image_001.jpg","media\land\767",1,"2026-02-18 16:18:01.811217","Unknown"
768,"Terrain à Sidi Mahersi","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","574",NULL,NULL,NULL,"{}","{}","À Vendre – Terrain à Sidi Mahersi, Hammamet Nord Opportunité à saisir ! Un terrain constructible de 574 m², idéalement situé à Sidi Mahersi, dans un quartier résidentiel calme et recherché à Hammamet Nord. Emplacement stratégique, proche de la mer et des commodités. Prix : 1 400 DT/m² Parfait pour construire une villa de standing dans un environnement paisible et privilégié.","https://www.mubawab.tn/fr/a/8120921/terrain-%C3%A0-sidi-mahersi","media\land\768\image_001.jpg","media\land\768",2,"2026-02-18 16:18:10.242783","Unknown"
769,"Terrain ben wail","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1074",NULL,NULL,NULL,"{}","{}","À Vendre – Terrain Agricole à Ben Wail, Hammamet Opportunité rare ! Découvrez ce terrain de 1 074 m² , idéalement situé en bord de route Atouts du terrain : Plante Eau et électricité disponibles Emplacement stratégique Prix : 100 DT/m²","https://www.mubawab.tn/fr/a/8096725/terrain-ben-wail","media\land\769\image_001.jpg","media\land\769",5,"2026-02-18 16:18:20.078535","Unknown"
771,"Terrain à vendre","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1000",NULL,NULL,NULL,"{}","{}","Terrain à Vendre à Besbessia Très bonne opportunité Situé dans les paisibles vergers de Besbessia ce terrain offre une superficie de 1000 m² pour réaliser vos projets immobiliers. À seulement 190 DT le m² cette opportunité vous permet d’investir dans un terrain spacieux à un prix avantageux. Contactez-nous dès aujourd’hui pour plus d’informations. Ne manquez pas cette chance de créer votre propre coin de paradis dans ce lieu enchanteur","https://www.mubawab.tn/fr/a/7907402/terrain-%C3%A0-vendre","media\land\771\image_001.jpg","media\land\771",1,"2026-02-18 16:18:38.840901","Unknown"
772,"Terrain à vendre oued lassoued","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","3500",NULL,NULL,NULL,"{}","{}","Terrain à Vendre à Hammamet Oued Lassoued Lots de terrain à vocation agricole idéaux pour un projet d’habitation à la campagne.  Découvrez une opportunité exceptionnelle d’investissement dans des lots de terrain à vendre à partir de 3500 m² à Oued Lassoued Hammamet.  Situés en hauteur ces terrains offrent une vue imprenable sur les champs environnants dans une zone calme et paisible. Lots de terrain disponibles à partir de 3500 m². Prix attractif de 100 dinars tunisiens par mètre carré offrant une opportunité d’acquisition abordable. Localisation et Accessibilité Situés à seulement 17 minutes en voiture de la gare de Hammamet ces terrains sont facilement accessibles depuis les principales routes et infrastructures de la région. Ne manquez pas cette occasion unique d’acquérir un terrain dans une zone calme et pittoresque à Hammamet. Contactez-nous dès aujourd’hui pour plus d’informations et pour organiser une visite sur place.","https://www.mubawab.tn/fr/a/7903280/terrain-%C3%A0-vendre-oued-lassoued","media\land\772\image_001.jpg","media\land\772",2,"2026-02-18 16:18:47.88848","Unknown"
773,"Terrain pieds dans l'eau","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1571",NULL,NULL,NULL,"{}","{}","L’agence la clé immobilier international vous présente un terrain exceptionnel en première position de la mer d’une superficie de 1571 m² situé à Kélibia (région Aïn Grenz). Le terrain est constructible. Le prix est négociable","https://www.mubawab.tn/fr/a/7902820/terrain-pieds-dans-l-eau","media\land\773\image_001.jpg","media\land\773",2,"2026-02-18 16:18:56.469273","Unknown"
774,"À vendre Terrain à riadh landalous","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","453",NULL,NULL,NULL,"{}","{}","JUST ON TIME IMMO met à votre disposition un terrain à riadh landalous . Superficie : 453m2 pour plus d’information : 29667274 ou 29667106","https://www.mubawab.tn/fr/a/8289624/%C3%A0-vendre-terrain-%C3%A0-riadh-landalous","media\land\774\image_001.jpg","media\land\774",1,"2026-02-18 16:19:05.999999","Unknown"
775,"Terrain à vendre à riadh landalous","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","418",NULL,NULL,NULL,"{}","{}","JUST ON TIME IMMO met à votre disposition un terrain composé de 2 lots à riadh landalous . 1er lot : 418m2 2ème lot : 400 m2 le prix du m2 à 1000dt pour plus d’information : 29667274 ou 29667106","https://www.mubawab.tn/fr/a/8254602/terrain-%C3%A0-vendre-%C3%A0-riadh-landalous","media\land\775\image_001.jpg","media\land\775",2,"2026-02-18 16:19:14.218094","Unknown"
776,"Terrain la soukra","Tunisie","700000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","On met à votre disposition un joli terrain Le terrain est accessible, il est à proximité des commodités Pour plus d'information merci de nous contacter","https://www.mubawab.tn/fr/a/8053418/terrain-la-soukra","media\land\776\image_001.jpg","media\land\776",1,"2026-02-18 16:19:23.564336","Unknown"
